用户昵称,性别,评论内容,被回复用户,评论层级,用户当前等级,点赞数量,回复时间
茕月佐诗0fficial,男,标题在自我介绍吗🤔,,1级评论,5,11,2024-04-24 04:21:23
小爱同学会梦到Siri吗,男,猫念数万箴言造成三次的大量的如创国之举的伤害的速度是人的七倍，不舒服会自己觉醒偏铝酸钠使用每周目只有一颗的大罪穿甲弹，这明显是没有反抗的意志喜欢享受不必选择的自由了,,1级评论,6,11,2024-04-16 21:19:44
得过且过的文和,男,语言库有点杂啊[doge],小爱同学会梦到Siri吗,2级评论,5,1,2024-04-17 01:36:27
raddddd,女,猫不舒服自己会走，你怎么知道猫不是喜欢被射？,,1级评论,6,11,2024-03-31 10:50:56
優質用戶,保密,偉大的戰士！我也解決過好幾次流浪貓，但只能偷偷來，畢竟一堆吃飽沒事幹的貓孝子，痛快地解決一隻貓在他們眼中比殺人還嚴重[无语],,1级评论,4,11,2024-02-19 14:41:17
l评论已不存在l,保密,中国流浪猫已经多到随处可见了，对鸟类造成严重威胁，建议捕杀。,,1级评论,5,11,2024-02-19 11:07:45
好哦的阿友,男,要打码就好好打，想说人家垃圾你就直说。是不是怕给你来一下子啊！,,1级评论,6,11,2024-02-16 18:00:01
带带亞力克塞,男,挺好的，为狩猎的能力而自豪，是男人的本性。,,1级评论,6,11,2024-01-21 18:44:58
无心天界,保密,垃圾博主，起什么鬼标题，想网暴英雄吗。,,1级评论,6,13,2024-10-30 00:06:44
头i尖i尖i的,保密,这明明就是英雄，好吧。什么垃圾呀？作者是垃圾吧？那个摄像头拍。你头上长个摄像头吗？,,1级评论,5,13,2024-09-17 09:19:37
实名制玩家X,保密,额拜托流浪猫呀，又没人收养，你要是觉得可怜，你倒是收养啊，不然活着有很多危害,,1级评论,5,13,2024-01-24 11:06:09
雾之湖第一高手,保密,流浪动物影响本地生态这件事不影响虐杀动物这种行为本身的出生，要杀就利落点，搁这春猎呢,,1级评论,6,9,2024-01-26 11:33:36
布里亚特的哨兵,女,回复 @合肥射箭精英邀请赛 :凡未经免疫、无标（记）牌的犬，一律视为野犬，公安人员、民兵及广大群众均有权捕杀。,雾之湖第一高手,2级评论,6,30,2024-01-26 23:38:09
波奇酱的天使,女,"回复 @合肥射箭精英邀请赛 :可以不爱蚊子，不要拍死
什么，你已经拍死过了？那还不茄符谢罪？",雾之湖第一高手,2级评论,6,17,2024-01-28 01:26:09
局外卒,保密,啥比up,,1级评论,4,10,2024-11-02 04:46:24
Z赤赤h,男,猫流浪的时候你当没看见，被射死了知道心疼了,,1级评论,4,10,2024-09-18 23:46:37
帕萨特伊,保密,那可是小鸟啊，那么可爱的小鸟，你让我们爱鸟人士往哪儿走？我们爱鸟人士，不是人吗？他可是保护了可爱的小鸟[大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][喜极而泣][大哭][大哭][大哭][大哭][大哭][大哭],,1级评论,4,10,2024-07-16 00:03:15
bili没axdfr,保密,你竟然打死过这么多蚊子蟑螂，你个垃圾，你自有天收[嗑瓜子],,1级评论,3,10,2024-06-23 17:05:47
放逐剑客Exile,保密,敌人越是指责我，就越说明……😋,,1级评论,6,10,2024-04-23 18:44:53
AAA6657猪头肉批发,保密,笑点解析：合肥射箭精英邀请赛,,1级评论,4,10,2024-04-09 23:28:01
爱猫人士鲁迅,男,笑点解析：BV1UZ421a7bY,AAA6657猪头肉批发,2级评论,5,0,2024-04-10 07:55:40
夏天就吃大理石,男,玩射箭就玩射箭，当什么猫学长,,1级评论,5,10,2024-04-05 23:47:37
bili4343838,保密,“善良！射杀流浪猫的英雄，大义凛然说就我干的”,,1级评论,5,10,2024-04-04 15:57:07
海绵宝宝奠昆儿,保密,复合弓有点危险，毕竟爱猫无需多盐,,1级评论,6,10,2024-03-17 14:05:56
叔丁基钾,保密,不用复合弓下次用乙二醇,海绵宝宝奠昆儿,2级评论,5,1,2024-06-25 15:37:32
不视凡尘众人愁,保密,确实得批评，怎么不把尸体扔垃圾桶里,,1级评论,4,10,2024-03-08 20:36:10
地道老维京,保密,[呲牙][支持][支持]拍视频的人表现有点低能,,1级评论,6,10,2024-03-04 16:20:46
骸龙,男,请谅解，up是野猫养大的骨儿，情有可原,,1级评论,6,10,2024-03-03 07:22:12
fke葡萄酒,保密,小孩确实很有公德心，帮助小区清理危害畜生，还被一些极端玩意辱骂还好意思发网上攻击他人。,,1级评论,5,12,2024-12-27 08:41:06
bili_512879699,保密,38月整了！野猫缺粮食的时候，你们躲到哪里去了！,,1级评论,5,12,2024-04-19 23:00:11
瓦列里吼姆拉,保密,就我一个app（指街猫）,bili_512879699,2级评论,5,0,2024-04-22 23:23:42
bili_512879699,保密,回复 @瓦列里吼姆拉 :吼姆拉，你听着！,bili_512879699,2级评论,5,0,2024-04-23 15:28:50
英竞,男,垃圾猫自有天人来收,,1级评论,5,9,2025-03-30 18:03:12
初心嘉晖,男,up：我滴劳父亲啊[大哭],,1级评论,5,9,2025-02-28 12:04:30
zdtcgubji,保密,一边指责别人不道德，一边随意将他人的面容发网上，网络正义人从不让人失望[支持],,1级评论,6,9,2025-02-22 01:21:11
账号已注销,保密,知道别人录他要发视频，他自己同意的，自己承认的，又不侵犯肖像权，你激动什么,zdtcgubji,2级评论,0,0,2025-02-27 03:03:12
朝花I夕拾,保密,回复 @账号已注销 :笑点解析，账号注销了[偷笑]@账号已注销,zdtcgubji,2级评论,6,0,2025-04-26 17:22:36
冰不厌榨6,保密,射到人家爹了,,1级评论,5,9,2024-12-28 01:46:25
う000,男,恼残up,,1级评论,6,9,2024-08-16 22:57:13
呆毛一米九_,保密,终于有个正常人了,う000,2级评论,5,1,2024-08-20 01:27:47
东爱璃小脚滂臭ruler,男,根据我国的动物防疫法，像流浪猫这种携带大量致病因子且不受法律保护的外来入侵物种，国家是鼓励清理的，所以人家做的没错啊，另外真爱猫就带回家领养，而不是在网络上给你流浪猫狗叠哭丧[doge],,1级评论,6,9,2024-08-07 02:23:50
一般路过人zz,保密,笑点解析：合肥射箭精英邀请赛,,1级评论,6,9,2024-05-02 10:58:50
煜玉生辉,保密,维护大家睡眠质量和拯救更多鸟类的英雄！[打call][打call],,1级评论,5,9,2024-04-12 23:39:26
bili_43477381154,保密,流浪猫跟大号老鼠有什么区别，传播病菌，爪牙伤人，确实应该扑杀,,1级评论,6,9,2024-04-05 23:43:42
不可思议之国的アリス,保密,传奇猎手，城市猎人。,,1级评论,5,9,2024-04-01 14:36:23
Hellvilleshine,保密,用弓有点过了，以前还听说有人被复合弓射穿眼睛的，我的建议是爱它就给它买它最喜欢的对乙酰氨基酚😋,,1级评论,6,9,2024-03-29 22:26:40
yeyu295,保密,在我看来，和义务打鼠的一样是好人，已经和耗子无异，还不让人说，耗子打得大耗子打不得？再者这些个大爷还会抓🐭吗……,,1级评论,5,9,2024-03-17 15:38:01
赤败空,男,这波是想网爆别人被反噬了,,1级评论,6,9,2024-02-23 23:24:33
一般通过咖喱侠,男,致敬传奇冠位弓超人熊,,1级评论,6,9,2024-02-23 18:03:20
yuukioAo,保密,支持消灭城市里的流浪动物。,,1级评论,4,9,2023-11-30 09:22:49
李唐Danger,保密,BV1UZ421a7bY,,1级评论,6,11,2024-03-14 21:59:44
秋枫_Fox,女,怪不得,李唐Danger,2级评论,5,0,2024-11-04 12:49:23
牢尔甘,女,孩子们 这是我的兄弟鹰眼,,1级评论,6,11,2024-02-29 11:25:49
Ghost丶涵,保密,可以换种方式，学学那个同济大学的那个大学生,,1级评论,6,16,2023-11-24 00:25:14
天生爱动漫,保密,今天敢杀入侵物种，明天剑敢杀侵略者！,,1级评论,6,8,2025-05-08 04:17:46
东北臭臭熊,保密,本人观点:所有只投喂，不对流浪猫绝育的都是自我感动的假爱猫，不接受反驳。,,1级评论,4,8,2025-04-11 22:31:02
岁神x寰神,保密,一个大写的人！一个脱离了低级趣味的人！,,1级评论,5,8,2025-03-31 11:28:23
在下米师,女,这拍视频的声带被脂肪碾压成啥样了都,,1级评论,4,8,2025-03-31 15:26:47
孤独的跑者-,男,up主自有天收,,1级评论,5,8,2025-03-30 21:15:04
薛定谔的喵_LEO,保密,猫的反应速度是人的七倍，不想死会自己躲开的,,1级评论,5,8,2024-10-30 13:35:54
人类火箭发射器,男,没啥毛病，流浪猫就是垃圾，确实自有天收,,1级评论,6,8,2024-10-22 17:38:17
spaceX计划探险者,保密,致敬传奇君子六艺,,1级评论,5,8,2024-09-19 19:12:55
全球棍母研究所,女,笑点解析：合肥射箭精英邀请赛,,1级评论,5,8,2024-09-07 17:17:39
是羊羊不是羊,保密,像你这种人，就是纯傻福[喜极而泣],,1级评论,6,8,2024-08-09 17:33:48
ff2k,保密,up这种人生命的意义就是活着的时候尽可能地激怒大伙，然后等哪天死了再让大伙释怀地笑出来，以达到欲扬先抑的效果,,1级评论,5,8,2024-07-29 23:43:43
柚_歆,男,一得阁拉米，复制圣经是吧[脱单doge],ff2k,2级评论,6,0,2024-08-01 15:58:26
千喜哖OmO,男,抢你靶子了？,,1级评论,5,8,2024-07-21 02:13:46
小夫饼156,保密,人家没同意，你能拍他吧？对别人造成困扰的话，容易上法庭,,1级评论,5,8,2024-04-27 20:54:30
臭脸羊驼梅丽尔,保密,流浪猫狗公民有扑杀的权利，这点无可指摘。但在小区用复合弓就不对了。建议下药。,,1级评论,6,8,2024-04-21 10:15:21
Bill_will,保密,虐鸟自有弓箭收@虐猫者有天收,,1级评论,5,8,2024-04-15 07:45:34
螺螺锤23333,女,人民需要英雄的时候，英雄就会从人民群众中走出来,,1级评论,6,8,2024-03-31 09:22:02
吃西瓜的猹_,男,"天堂空荡荡,天使在人间",,1级评论,5,8,2024-03-10 14:19:08
伏虎道,保密,"你相信复合弓吗
我很佩服一个猎猫的人
说不定是猫爹呢
『复合弓』
『乙二醇』
『异烟肼』
『开水壶』
『诱捕笼』
『弹弓』
『百合花』
『感冒药』
『可可碱』
『咖啡因』
『木糖醇』
『米洛地尔』
【Made in hajimi】
我以神的命令让你退下！",,1级评论,6,11,2024-02-26 19:13:13
目田之主哈呀木,保密,致敬传奇暗裔韦鲁斯,,1级评论,5,8,2024-02-23 16:54:55
人本世纪,男,"在中国，由南京大学李忠秋团队的最新研究表明，散养猫和流浪猫每年被捕食的兽类高达36.1-98亿只，鸟类26.9-55.2亿只，爬行动物14.8-43.1亿只，两栖动物11.3-38.2亿只，鱼类16.1-35.8亿只，无脊椎动物16.1-49.5亿只。据不完全统计，中国每年会增长4000万只流浪猫，这些流浪猫每年杀死超过100亿的动物，而在世界范围内，过去500年里记录在案的，猫已经造成了63个物种灭绝，世界自然保护联盟甚至把流浪猫列为排名第38的危险入侵物种。
根据国际自然保护联盟（IUCN）的定义，流浪猫是公认的，有红色警告的，最危险的入侵物种之一 。流浪猫在城市生态链里没有天敌，完全是人为因素造成的，流浪猫的繁殖数量无法通过原有的生态进行自动调节，所以对原有的生态平衡和其他物种会有灾难性的后果。流浪猫在世界范围内至少造成63个种群灭绝，流浪猫捕杀鸟类、爬行类、两栖类、鼠类等等这些动物，不仅是因为捕食也是因为娱乐。在各个大陆和海岛，流浪猫会通过疾病、虐杀和“恐惧”效应（fear-related effects）来大幅度减少其他种群的数量，最后使这些种群面临灭绝或成为濒危物种。
卫生部/农业渔业部/公安部共同发布的加强狂犬病预防控制工作通知中，第五条明确写了“凡未经疫苗，无标（记）牌的猫（犬）只一律视为野猫（犬），公安人员及人民群众均有权捕杀”",,1级评论,6,8,2024-02-10 02:11:08
蒂辉后子-诺托,男,"他整个视频里唯一的错误是小区里玩弓
我喜欢猫狗但是这些流浪猫狗就是可以直接无理由扑杀更何况是已经危害到人的，我敢保证遇到这种东西我的战锤打爆他们脑壳或者用双手剑竖劈他们的速度比猫的反应快7倍[辣眼睛]",,1级评论,5,8,2024-02-08 11:36:14
账号已注销,保密,你怎么不去陪你猫爹住大街,,1级评论,0,10,2024-10-17 12:08:54
貉伍拾Tanuki,男,听玩弓箭的朋友说不建议这样带着弓在公共场合到处乱晃，要对付流浪猫还是用一点化学手段（感冒药/柴油，启动！）,,1级评论,6,10,2024-03-31 12:13:54
微風的夏季,保密,致敬传奇中药百合花粉,貉伍拾Tanuki,2级评论,6,0,2024-04-01 15:33:39
榎木小司,男,今天救鸟明天救人，支持,,1级评论,6,10,2024-03-04 12:19:14
奈落的雪子,保密,射猫英雄传，猫孝子急得跳脚的一集😋,,1级评论,5,10,2024-02-13 22:48:03
无名之鹅呀,女,把它叠撒了，所以很生气,,1级评论,5,10,2024-01-27 21:34:59
江浪潮男,保密,致敬传奇卡牌神箭游侠,,1级评论,5,11,2024-02-22 18:03:09
NEXESASRYSEXNM,保密,致敬传奇弓箭手,,1级评论,6,11,2024-02-01 21:09:55
鎏靘甯焺,男,老哥英雄，up4000＋,,1级评论,6,15,2025-04-26 19:02:19
氢洋地词句,保密,看upID[笑哭],鎏靘甯焺,2级评论,5,0,2025-05-02 18:45:16
-_这瓜保熟吗_-,男,猫的反应速度是弓箭的七倍，哈基米不舒服自己会走开的,,1级评论,5,15,2025-04-10 13:27:27
坤坤爱兰球,保密,小伙自费清除小区流浪猫，不收一分钱,,1级评论,4,7,2025-05-12 07:16:58
宜兴断发哥周鲂,保密,射艺君子,,1级评论,5,7,2025-04-17 09:15:11
llllllll5358979,保密,真正的活雷锋，好事行了一火车[支持],,1级评论,2,7,2025-04-19 16:50:42
逆禁0,保密,关你什么事呢？还标明立场起来了，网曝自己吗？[偷笑],,1级评论,5,7,2025-03-29 23:40:36
改个名来,男,就这个打码足以看出你的虚伪，这么在意你猫叠又不敢上手制止他只能企图引导网爆，懦弱无能,,1级评论,5,7,2025-03-17 13:18:45
某科学的傲娇死宅,保密,他杀的不是猫，是你的亲爹,,1级评论,6,7,2025-01-29 12:23:49
1327abc,保密,mxz的叠被杀了能不应激吗,,1级评论,3,7,2025-01-27 21:57:54
皮皮小剑,女,给这个拍照的也来一箭,,1级评论,6,7,2025-01-21 12:33:59
Breath_Life,男,我说up是沙避谁反对？[吃瓜],,1级评论,6,7,2025-01-01 15:15:33
iiAAii,男,[滑稽]确实，射箭放血多残忍，还会误伤路人，直接网兜一套，往地上一砸，没一会就升天了,,1级评论,6,7,2024-12-27 21:56:12
拿丈八的立牧,男,网兜费力气,iiAAii,2级评论,5,0,2025-02-07 20:11:59
樱溱洋,男,支持小伙,,1级评论,6,7,2024-12-19 21:51:02
奶龙之魔龙打搅,保密,闹惨,,1级评论,5,7,2024-11-24 20:24:05
海绵宝宝和炫目,男,世上还是好韦鲁斯多啊,,1级评论,5,7,2024-10-23 22:12:00
账号已注销,保密,"很抱歉听到你失去[保佑]父母的消息。失去[保佑]父母是一种非常困难的经历，但请记住，你还有许多亲朋好友可以提供支持和帮助。以下是一些建议，希望能帮助你度过这段艰难时期：

1. 寻求支持：与亲朋好友分享你的感受，寻求他们的支持和安慰。你也可以考虑寻求专业的心理咨询，获得更深入的支持和指导。
2. 纪念逝者：保留逝者的照片、遗物或纪念品，这些物品可以帮助你回忆起他们。你也可以组织家庭聚会或纪念活动，来纪念逝去的亲人。
3. 保持联系：与亲戚朋友保持联系，分享彼此的故事和回忆。这有助于你们之间的情感连接，并在你感到孤独或需要支持时得到回应。
4. 寻求精神寄托：你可以通过宗教、信仰或个人信仰寻求精神寄托。这些信仰可以帮助你面对失去亲人的痛苦，并为你提供希望和安慰。
5. 照顾自己：在这个艰难的时期，照顾好自己的身心健康非常重要。保持健康的饮食和充足的睡眠，适度运动，寻求娱乐和放松的活动。
6. 寻求专业帮助：如果你感到无法应对失去父母的痛苦，或者有自杀念头或行为，请立即寻求专业帮助。专业的心理咨询师或心理医生可以提供适当的支持和指导。",,1级评论,0,7,2024-09-23 16:07:49
上官云鹞,男,射吧，这玩意杀不尽的,,1级评论,6,7,2024-09-05 16:11:37
永恒害人饿瘦,男,等流浪猫遍布大街了，你们这群没脑子，过于情绪化被情绪所左右，并且思想单一的猫小子和猫一起过吧 [笑哭],,1级评论,5,7,2024-09-03 17:50:08
永恒害人饿瘦,男,回复 @貓咪愛好者小妤 :猫小子喜欢倒果为因[大笑],永恒害人饿瘦,2级评论,5,4,2024-09-17 14:00:48
永恒害人饿瘦,男,回复 @貓咪愛好者小妤 :2级号守护最好的噼里啪啦[笑哭],永恒害人饿瘦,2级评论,5,3,2024-09-17 13:59:08
TB_595627058,保密,@合肥射箭精英邀请赛 为流浪猫发声如同保护蟑螂臭虫,,1级评论,6,7,2024-08-30 23:28:04
安托涅瓦酱ヨ,女,爱又不抱走?射了又要叫?,,1级评论,6,7,2024-08-07 04:40:54
顽皮的鞋子,男,他唯一的错误是不懂得隐蔽出手，这样弓箭没了就没有后续输出了,,1级评论,5,7,2024-07-24 18:56:04
L_name,男,UP主啊，如果自己不敢争取光明，那就不要妨碍那些争取光明的人,,1级评论,5,7,2024-07-24 08:14:28
惩戒之箭-韦鲁斯,保密,弓箭就要用来射杀,,1级评论,5,7,2024-06-05 17:27:08
Boy小男孩Boy,保密,这种要不要蓄满Q啊？还是说先A三下再Q一个满的斩杀？[嘟嘟],惩戒之箭-韦鲁斯,2级评论,5,0,2024-06-09 18:24:51
106415378,保密,致敬传奇ADC,惩戒之箭-韦鲁斯,2级评论,6,0,2024-06-07 14:42:56
水无y,保密,斗魂竞技场单人模式，维鲁斯猫咪反目成仇现场,,1级评论,6,7,2024-05-14 20:12:16
可以说是遥遥领先,保密,你侵犯别人隐私了知道吗？想引导网友网暴别人？你是初生？想毁了人小伙？[哦呼],,1级评论,6,7,2024-05-14 16:36:39
吉吉国球,男,这些人应该奖励，得钱三千！,,1级评论,6,7,2024-05-14 11:50:04
你可爱的一抹多,女,有这点时间批判，你怎么不多收养几只流浪猫保护小鸟？,,1级评论,6,7,2024-05-08 21:45:25
射手THOU,保密,孝顺外公的好孩子,,1级评论,6,7,2024-04-26 22:31:43
-神人了-,保密,人家学射箭还能帮小区除害，你能干啥？🤣说别人垃圾你先看看自己,,1级评论,5,7,2024-04-18 13:26:27
账号已注销,保密,射杀又不是虐杀，纠结个什么劲？你养的？,,1级评论,0,7,2024-04-04 16:57:02
传奇巅峰姬九青,保密,致敬传奇暗裔惩戒之箭韦鲁斯,,1级评论,5,7,2024-04-04 11:02:29
YHTMIT,男,byd给个痛快不比去下毒强，不知道猫小子怎么想的,,1级评论,6,7,2024-03-07 13:26:48
粉玫瑰人柱力,男,到底谁是垃圾公道自在人心,,1级评论,5,7,2024-02-23 21:27:01
感动丶有声有色,男,up油饼,,1级评论,5,7,2024-02-11 09:35:58
奔赴你的心里,男,今年弄死六只了。这玩意儿只要声音小点，扔点喂的东西就过来了，哈哈哈。有两只摔死了两只掐死的还有一只开水烫死再拔毛肉红红的，还有一只脑浆都打出来了粉红色的从耳朵就出来难闻死了yue～还有听这东西叫最爽了😜😜下小半年继续！加油！,,1级评论,5,21,2024-10-15 23:12:54
EDG--Jackeylove,男,不行啊，记得扔到不可回收垃圾桶里，要不然清洁工处理血迹不太好处理的,奔赴你的心里,2级评论,5,2,2024-10-22 13:48:15
PlayStation中國,男,最好一击毙命，把尸体处理一下就行了,奔赴你的心里,2级评论,6,1,2025-01-03 10:03:41
你把我逗乐了,男,合肥坚韧邀请赛[呲牙],,1级评论,6,9,2024-11-29 11:34:58
Maydaylie,男,作者，网暴别人你犯法了知道吗？,,1级评论,6,9,2024-05-20 10:56:05
骗个心素做马猴烧酒,保密,回复 @愛貓人士貓貓妹 :弯弯mxz跪下,Maydaylie,2级评论,6,4,2024-05-23 22:08:44
李木毛的奇妙冒险,保密,我都不敢想UP看评论区多红温🤣,,1级评论,5,16,2024-10-05 14:31:12
朝花I夕拾,保密,等到流浪猫凌晨12点在你家窗户边叫个不停，看你还能笑的出来。,,1级评论,6,6,2025-04-26 17:26:35
放在患处很快就会狂气,保密,笑点解析:up名字,,1级评论,5,6,2025-03-16 18:53:50
bili_304095759,男,《中华人民共和国家犬管理条例》 第四条 凡未注射狂犬病疫苗的犬（包括无标记犬），一律视为野犬，公安人员、民兵以及广大群众都有权捕杀，不负任何责任。,,1级评论,5,6,2025-02-22 19:36:30
45的呀,保密,但是弓箭这类东西不可以在公共场合随便使用,bili_304095759,2级评论,6,0,2025-03-16 22:44:25
坐忘道_白板,男,致敬传奇漫威超级英雄鹰眼[支持],,1级评论,5,6,2025-02-17 23:19:10
天辉的超级兵,男,mxz一日不绝，爱猫一日不止,,1级评论,5,6,2024-12-15 03:12:40
硫斩龙,男,他是你爹,,1级评论,6,6,2024-12-19 13:03:19
随便怎么做最好,保密,摄像头怼着人脸拍好玩是吧，自己还叫上了，就tm一个视频发出来说他拿复合弓射杀流浪猫，前因后果都搞不明白上来就引战，老击败登好意思吗[星星眼],,1级评论,4,6,2024-12-12 10:22:33
妙趣heng,保密,这up应激了,,1级评论,5,6,2024-12-10 12:04:23
百变小伟,男,"汝等所谓“精英”把着破弓日日操练，有甚建树？宅中玩具，冢中枯骨！
这个义士执弓除害，是真弓手，武德昭昭",,1级评论,6,6,2024-12-09 21:54:39
滑行道备降,男,笑点解析：合肥射箭精英邀请赛,,1级评论,6,6,2024-10-22 09:41:05
陈林炎少阳子义,男,今天救鸟明天救人,,1级评论,6,6,2024-10-03 16:46:16
Roblox屑浮士德,男,笑点解析:残忍,,1级评论,5,6,2024-10-04 15:07:58
是的孩子们-是我,保密,sb标题幽默猫ez,,1级评论,5,6,2024-09-03 16:16:25
五斗米创始人,保密,咋的？流浪猫是你爹？ 还觉得哈基米是版本t0能吃流量啊？  哈皮俱乐部吃流量都不知道站那边,,1级评论,5,6,2024-09-01 13:25:12
蒸肴,男,猫蝶的反应力是复合弓的七倍[笑哭],,1级评论,5,6,2024-07-21 16:58:50
风吹酷衩PP凉,男,"被抓的人:6
鸟:6
反正我见流浪猫，不犯恼我我不理，如果偷鸡，偷鱼，伤人。
一叉攘死
绝不手软
欢迎大家交流意见",,1级评论,4,6,2024-07-09 00:54:30
蛋花要配拉面,男,流浪猫晚上还巨喜欢叫,风吹酷衩PP凉,2级评论,5,0,2024-07-18 22:50:44
僕は青い鳥,保密,正确的,风吹酷衩PP凉,2级评论,5,0,2024-07-17 08:35:34
udub运河运,保密,干的漂亮，垃圾猫自有天收。洛圣都改猫王，出动!,,1级评论,6,6,2024-06-26 14:56:28
阿法星天-星纳尔月,男,这男的反手告你侮辱罪，你把你号注销都躲不掉😂,,1级评论,4,6,2024-06-23 20:41:32
AnSy_Love,男,确实，这个男的出了拿反曲弓在小区使用可能会有点小违法以为就没事了，而拍这个视频的人干的事可就多了，偷拍占用公共资源侵犯他人肖像权，只要这个男的想告，是可以赢得。,阿法星天-星纳尔月,2级评论,6,4,2024-06-25 11:02:37
至诚2,保密,侵犯别人肖像权了，傻狗,,1级评论,5,6,2024-06-15 12:40:11
火の高高兴,保密,他就是一个英雄，而不像你们这些把别人随意挂在网上所谓的射箭精英,,1级评论,5,6,2024-05-31 12:03:16
纠缠楔重构,保密,upid没绷住,,1级评论,5,6,2024-05-20 17:47:37
熊桑,保密,哈基米只是睡着了，不舒服会自己走开,,1级评论,6,6,2024-04-22 18:56:37
千早欸音,保密,今天救鸟明天救人,,1级评论,6,6,2024-04-16 21:46:43
五更琉璃っ耀月黑猫,男,“残忍”，一击必杀也算残忍吗，就是不准杀呗，杀鸡鸭鹅不残忍，杀鸡可是一刀抹脖子慢慢放血，鸡还搁那扑腾，完事直接扔开水里边，鸡还搁里面跳，这个就不残忍了,,1级评论,6,6,2024-04-15 10:31:34
過激千草喵アスト,女,用弓是更效率的手段，但条件允许的情况下先手控住之后用石头或砖头也是不错的选择,,1级评论,6,6,2024-04-12 17:39:46
弁天弁天弁,保密,弘扬后羿精神😋,,1级评论,6,6,2024-04-04 17:20:21
哥米尔,保密,这不是一击毙命吗？咋又成虐杀了？,,1级评论,6,6,2024-03-26 01:19:03
bili_97933655240,保密,唉，要是我这边也有弓箭手就好了，为民除害,,1级评论,4,6,2024-03-07 11:18:23
账号已注销,保密,回复 @一念成魔-_- :致敬化学爱猫高手,bili_97933655240,2级评论,0,7,2024-03-07 12:05:21
账号已注销,保密,致敬物理爱猫高手,bili_97933655240,2级评论,0,3,2024-03-07 12:05:30
龙龙加血E,保密,想我好兄弟杰克辣条了,,1级评论,5,6,2024-03-04 12:59:55
首届捕儒王斯内德,男,发视频是要邀请人家当荣誉会员？,,1级评论,5,6,2024-02-29 11:14:48
乄语-,男,致敬传奇英雄维鲁斯,,1级评论,6,6,2024-02-23 18:52:57
来自埃及的赌狗,男,致敬传奇射手后羿,,1级评论,6,8,2024-04-07 10:47:07
亚空间掌管嘴硬的神明,保密,😋BV1we411y7eJ好吃呢，说到底流浪猫，本身就应该被捕杀，领养和捕杀并不是两个极端的对立面，视频中一个男子之所以，被判刑是因为他拿弓箭容易伤到别人，如果只是杀猫的话，那谁也不会管他的，爱猫人士收收味儿，十里之外，都能听到爱猫人士在叫,,1级评论,4,8,2024-02-07 08:12:02
表里如一的词酱,保密,感觉极端反爱猫人士更应该收收自己变态的味捏~是靠着显着自己野种来显得自己很酷嘛？，还是来显着自己好不容易从出生投胎成人类的自豪捏~[鼓掌],亚空间掌管嘴硬的神明,2级评论,5,0,2024-02-22 19:40:18
dantin77,男,这，，，小区用弓箭射杀动物，真的不违法嘛,,1级评论,6,9,2023-08-05 00:43:25
牢田凉,保密,不,dantin77,2级评论,5,5,2023-08-05 03:39:05
比目鱼の悲伤,男,用弓箭这部分不知道，但杀流浪猫好像很ok,dantin77,2级评论,6,11,2023-08-05 15:38:48
风灵祭司,保密,不提倡这种行为，因为弓箭很危险,,1级评论,6,7,2025-04-25 18:21:36
垃圾破站误封,男,箭也有生命[大哭],风灵祭司,2级评论,5,2,2025-04-27 02:30:13
流浪诗人全抖妙,男,垃圾自有天收（指up自己）,,1级评论,6,7,2024-10-18 15:38:17
昊天1919810,保密,亖流浪猫才是好流浪猫，致敬传奇射手,,1级评论,4,7,2024-02-15 12:47:24
士多啤梨耶律阿保机,男,致敬传奇英雄,,1级评论,6,7,2024-02-08 08:26:49
烟花鞭烂星狗,保密,一个男人，一个真正的man，他永远知道自己应该做什么,,1级评论,5,5,2025-05-09 08:57:46
月星璀璨,保密,人家做合法的事情，还骂人家是垃圾，你他妈才是垃圾,,1级评论,6,5,2025-05-14 10:11:37
随缘小风,男,尸体处理好就行，死了发臭还有细菌,,1级评论,5,5,2025-03-29 19:48:19
Python投喂员,保密,硫辛酸：人用补剂，哈吉米无法代谢，中毒剂量为30mg每kg，致死剂量＞50mg每kg，对人和鸟类无毒无害,,1级评论,3,5,2025-03-27 16:04:26
谁问你了到底6,保密,咋了呢？你又护上了 整个名字幻想自己是啥了[笑哭][响指],,1级评论,3,5,2025-03-08 16:39:35
家有善妻,男,[笑哭]先不说这算不算虐待不给当事人打码你难道把猫的权利看在人上面吗@合肥射箭精英邀请赛 引导网络暴力罪加一等,,1级评论,3,5,2025-02-23 18:58:45
45的呀,保密,"回复 @家有善妻 :哦哦哦这样子[笑哭][笑哭][笑哭]
我是很反对把弓这玩意带着到处乱跑
况且这玩意运输都需要保密包装避免露出",家有善妻,2级评论,6,0,2025-03-16 22:59:20
45的呀,保密,弓箭不可以随便在公共场合使用,家有善妻,2级评论,6,0,2025-03-16 22:44:02
南十字星Star,保密,英雄少年,,1级评论,6,5,2025-02-13 14:36:24
今天有点脑壳疼,保密,杀流浪猫不是好事吗？为啥要骂他,,1级评论,6,5,2025-02-20 00:32:19
45的呀,保密,弓箭不能随随便便的在公共场合使用,今天有点脑壳疼,2级评论,6,0,2025-03-16 22:44:55
这不是在恶心人吗,男,鲨臂，侵犯肖像权。,,1级评论,5,5,2025-02-14 17:20:26
皮皮小剑,女,有机会的话，给up主也来一箭,,1级评论,6,5,2025-01-21 12:36:02
