用户昵称,性别,评论内容,被回复用户,评论层级,用户当前等级,点赞数量,回复时间
青峰有蝉,保密,视频看完[傲娇],谢小伊哈,2级评论,6,16,2022-09-24 17:43:58
奶儿货轮,男,支持  有些圣母表给我爬 觉得可怜就带回家养  别只会嘴巴说说[辣眼睛],,1级评论,6,15,2021-09-12 21:18:22
章丘比特鱼,男,欢迎加入复合弓流浪猫联盟，我们一起信仰弓门,,1级评论,5,15,2023-12-25 03:19:47
超威乌龙喵,男,公共场合露械和露吊没有区别,章丘比特鱼,2级评论,6,5,2024-01-03 16:44:42
章丘比特鱼,男,回复 @叽哩呱啦啪 :放心😊我们只在无人的地方做，保证它走得没有痛苦,章丘比特鱼,2级评论,5,2,2024-01-19 00:16:37
萌萌哒康娜桑,保密,"安乐死真的很费钱，爱猫人士要是知道你要安乐死，就不可能给你捐款，所以还是捕杀最方便，不过要捕杀的话还是要选择痛快点的方法，一棍直接敲死效率高而且不会带来什么痛苦，或者拿毛巾把猫头盖住直接拧断。

上世纪末，这世纪初，还有一种捕杀猫狗的陷阱就是大号鱼钩上挂食物，鱼钩的鱼线连着一个固定的线盒，一个线盒往往配上两到三个带鱼线的鱼钩，猫狗在吃鱼钩上的食物会触发陷阱，鱼线收紧，鱼钩钩入猫狗的口腔内壁，线盒是由电机带动的，收紧的瞬间速度快、力量大，鱼线又很结实，所以鱼钩会深深的扎入猫狗的嘴中，而且鱼钩还在倒刺，被扎中的猫狗是基本上挣不脱的，越挣脱越痛，扎得越深，就算是大型犬也没有力气扯断一根鱼线的，就是挣脱了，也会在口腔内给留下巨大的伤口，后续无法进食或者感染致死。",,1级评论,5,15,2022-05-11 13:19:24
羽沫涣,女,[支持],萌萌哒康娜桑,2级评论,3,1,2022-05-11 13:28:38
夜来无风雨,保密,本质上还是因为现阶段猫狗在城市中挤占了太多生态位了，尤其是猫，它可以是有着顶级捕食者的基因的。再加上对于城市治理带来的麻烦，控制数量势在必行，安乐死说实话已经是非常温和的行为了，小地方或者往前到20年都是直接打死，也就现代人吃饱了撑着,,1级评论,6,17,2023-10-25 12:17:33
土与云,保密,几棍子打死或者一脚踢死又不是虐杀，这不比打猎冷兵器放血温柔多了,,1级评论,5,17,2023-03-17 07:44:02
土与云,保密,回复 @什么帅比 :普通人没条件搞气体窒息的安乐死啊🤔。就算是我们平常做实验杀鸽子，也无非就是扭断脖颈或者拿个密封池子放水淹死，但流浪猫谁想上手或者用自己的器具来杀？,土与云,2级评论,5,9,2023-03-22 04:17:07
加都一,保密,回复 @什么帅比 :救助站会个屁安乐死，也就极少数的才会，不然你以为为什么会泛滥的这么严重？救助站哪有那么多钱去搞这些，人家能给点吃的给点喝的养着就不错了，不行你花钱去试试,土与云,2级评论,5,6,2023-03-28 10:51:55
暗牧真好看,男,大学的时候养仓鼠，有天晚上仓鼠太吵，我把笼子放走廊上了，第二天笼子翻了，我的仓鼠被楼下流浪猫给干掉了。。。,,1级评论,6,7,2022-01-13 08:57:23
红叶红叶红叶红叶红叶,保密,我发自内心的讨厌蚊子所以我发自内心的讨厌流浪猫,,1级评论,5,7,2021-12-24 09:14:49
一贱荡九州,男,西方国家的治理流浪猫狗的方式就是安乐死，国家就应该出台相应的流浪动物收容规定！,,1级评论,6,7,2021-12-17 07:38:28
账号已注销,保密,等流浪猫把生态整崩溃的那天，可就不是安乐死这么简单了，迎接它们的，将是步枪子弹,,1级评论,0,7,2021-12-07 20:01:10
太2真人wesley,男,猫是很强的动物，很多人总当它是小公主，但无论是适应力还是破坏力其实都很强。特别是野外的猫，堪称小型动物的杀手。流浪猫泛滥会严重破坏生态，严重威胁野生鸟类和小型哺乳类的生存。   千万别随意遗弃猫，特别是在野外。 一旦泛滥，就会破坏生态。,,1级评论,6,7,2021-12-06 19:44:45
白鹿语ww,保密,可惜爱猫人士不会听的,,1级评论,6,7,2021-11-29 22:34:58
白鹿语ww,保密,很多爱猫人士甚至没有up主贡献多,白鹿语ww,2级评论,6,4,2021-11-29 22:37:55
鸵鸟漫步,保密,现在上海几乎每个小区都有那么几个老太，每天早上傍晚就跑出来，嘴里喊着“咪咪，咪咪”然后一群猫就围过来。,,1级评论,5,7,2021-11-03 20:17:08
丨二喜,男,退休工资给的太多了[无语],鸵鸟漫步,2级评论,6,2,2021-11-16 13:05:00
odysseus233,保密,我楼下的老太婆就是，tmd每次发情期就在我楼下鬼叫睡都睡不着,鸵鸟漫步,2级评论,6,1,2021-11-04 18:50:25
子午和卯酉,男,"前几天才捡了一条细小的流浪狗，送医院。
今个治好了，带回厂里看门。
猫猫狗狗的，喜欢养，就养到底。不能养了，给小东西一个归宿。
放生，那是让别人带你受过。生病了、不喜欢了就扔，损不损？",,1级评论,6,7,2021-10-27 22:18:09
禁忌的欲望之龙,保密,"说到底，以流浪猫为主的生态灾难还是人类自己养出来的怪物。
人类也是生态灾难，但人类会给自己收拾烂摊子，流浪猫等大批生态灾难不会收拾自己的烂摊子。
同理，这个由人类造成的生态灾难还是需要人类来收拾。",,1级评论,6,7,2021-10-23 12:04:26
禁忌的欲望之龙,保密,回复 @我真的好想知道b站的昵称最长可以达到多少字 :说的都对，但是一搞就被骂，让它们自己处理又说没能力，吐了,禁忌的欲望之龙,2级评论,6,3,2021-10-26 10:52:33
我真的好想知道b站的昵称最长可以达到多少字,女,所以人类应该主动去灭杀流浪猫挽救生态,禁忌的欲望之龙,2级评论,6,3,2021-10-26 10:47:35
拉拉裤来了,保密,因为猫可爱所以在某些人里有一定的特权,,1级评论,6,7,2021-10-11 18:04:50
秋風也溫柔,男,鲶鱼觉得很淦,拉拉裤来了,2级评论,5,1,2021-12-18 05:09:07
大神烦之犬,男,这还不如安乐死呢，又不是啥保护动物,,1级评论,4,7,2021-10-07 11:23:19
一个无人想要的号,女,那那些猫奴不得强攻收容所再就地放生,大神烦之犬,2级评论,6,1,2021-10-07 18:25:37
内瑟斯阿狸,男,反对治理流浪猫的应该就是遗弃猫的人吧[吃瓜]老贱了,,1级评论,6,7,2021-10-05 08:30:24
忄京忝_吙喍亻,男,那必须是,内瑟斯阿狸,2级评论,6,1,2021-10-07 16:05:23
B小酱你来啦,女,"怎么说呢？有些人以虚无主义达到智商上的优越感吧，否认人类的知识，否认世界的规律。
比如，人类是以自我为中心的，觉得这个世界就应该按照人类的想法来。
比如，总有些人觉得这个世界是围绕着人类转的，人类的本性是自私的。
比如，人看问题的角度总是以自我的视角为出发点，人类觉得老鼠丑，殊不知在老鼠眼中人类也是丑的。
比如，我们总以为宠物会开心会难过，子非鱼，安知鱼之乐？我们总是喜欢把自身的理解强加在动物身上。
他们打击人类为自我角度思考问题，从而否认人类的理论知识，站在宇宙或者虚无的视角来打击人类，用诡辩的方式输出虚无主义价值观，从而否认人类的智慧，打击人类的自信。",,1级评论,5,7,2021-10-04 13:31:00
格拉斯slz,女,一己私欲怎么了，留着野生生物是为了生态价值研究价值，而流浪猫破坏野生生物的价值并且产生不了任何价值，该杀，因为我是人类[给心心],B小酱你来啦,2级评论,6,2,2021-10-21 11:43:00
Lrengar,男,本不应该死亡却惨死在流浪猫手下的小动物都会给无害化流浪猫投一票，别说是人的一己私欲。,B小酱你来啦,2级评论,6,2,2021-10-11 12:10:35
如云漂泊的一生,保密,评论里的二极管太多了,,1级评论,6,7,2021-09-28 16:51:46
Apokolips,保密,有点烦，楼下有只猫应该是发情了，一直在叫，一开始听着我还以为是婴儿在哭，后来叫的越来越凄惨,,1级评论,6,7,2021-09-24 01:45:34
反二刺猿雅士,保密,我以前就评论，猫应该捕杀，数量泛滥成灾都成公害了，结果被猫奴喷的不行[吃瓜],,1级评论,4,7,2021-09-12 19:50:07
无喜当,男,捕杀有点残忍，可以其实可以一部分安乐一部分绝育给要领养的一些，还可以丢猫就罚钱,反二刺猿雅士,2级评论,5,1,2021-09-12 22:42:16
啥都要学的小鱼,保密,喜欢就去养它，不是在这当圣人,,1级评论,5,7,2021-09-08 14:56:59
账号已注销,保密,"支持绝育和收养至少对猫好，但对鸟就不一定，美只是绝育很温和的方式了却出现老鼠群在大街上吃鸟，视屏的才是毁生态的害楼主也害周边的所有人的说词，亚欧大陆的个小国上次这么干的结果，是粮食被毁威胁到人类的基本的生存后又颁布了法律保护猫，原本就自上古存在的城市的流浪猫的生态位，被毁掉了原本的生态位只会造成生态的毁灭。

这就是为了鸟把人类的基本的生存给仍了，圣母式的自我感动，猫岛那么大的密度，高树上还是各种的鸟叫声，街道上还是非常的干净，生态还是非常的平衡，我国也见过母猫只能给孩子找到小块的红薯和上方各种的鸟叫声。

啥砖家，竟用别的大陆的模型反科学，还用问卷的数据为基础？信梦都比信这个靠谱，被美的学者驳是按这个三年北美就没鸟了",啥都要学的小鱼,2级评论,0,1,2021-09-09 07:21:54
秋名山巡洋舰,男,我也是养猫的，不过我只关心我自己家的猫，提议直接大规模扑杀，也只是站在城市管理的角度来考虑，至于up说的鸟啊，蛇啊，其他的小动物啊，其实我也不怎么关心,,1级评论,6,7,2021-09-08 13:51:04
秋名山巡洋舰,男,回复 @ajwfepi :至于什么其他的动物，鸟啊、虫啊、蜥蜴的，我只能说生命总会找到出路。,秋名山巡洋舰,2级评论,6,2,2021-09-09 11:44:56
账号已注销,保密,"回复 @秋名山巡洋舰 :我国的所有的野生猫都吃鸟，狩猎的动作都跟家猫相同的。

家猫吃了都5300年的鸟了，野生猫吃940万年的鸟了，灭啥了？

若什么物种连家猫都不能适应，那么也不可能适应我国人类处周边围绕的小型猫，更不可能适应我国的鼬科，更不可能适应我国的老鼠群，那也不是我中原的物种。",秋名山巡洋舰,2级评论,0,1,2021-09-10 12:16:21
麻梗嘢铜靴,保密,别说，投喂本身问题就大，先不说投喂导致的垃圾乱丢，铁罐乱放，猫粮一地，原本的绿化都秃了，倒是猫本身的繁殖导致的问题我没发现，我过于肤浅，只看到了投喂本身导致的卫生问题，不过你本人也不好制止这种行为，几个女生在喂猫显爱心，你参一脚，学校都不用混了。,,1级评论,6,7,2021-09-08 13:07:00
账号已注销,保密,"支持绝育和收养至少对猫好，但对鸟就不一定，美只是绝育很温和的方式了却出现老鼠群在大街上吃鸟，视屏的才是毁生态的害楼主也害周边的所有人的说词，亚欧大陆的个小国上次这么干的结果，是粮食被毁威胁到人类的基本的生存后又颁布了法律保护猫，原本就自上古存在的城市的流浪猫的生态位，被毁掉了原本的生态位只会造成生态的毁灭。

这就是为了鸟把人类的基本的生存给仍了，圣母式的自我感动，猫岛那么大的密度，高树上还是各种的鸟叫声，街道上还是非常的干净，生态还是非常的平衡，我国也见过母猫只能给孩子找到小块的红薯和上方各种的鸟叫声。

啥砖家，竟用别的大陆的模型反科学，还用问卷的数据为基础？信梦都比信这个靠谱，被美的学者驳是按这个三年北美就没鸟了。",麻梗嘢铜靴,2级评论,0,1,2021-09-09 07:27:22
账号已注销,保密,"评论区遇到的一些奇葩：
1、流猫处于食物链底端，被流浪狗欺负
2、流浪猫的繁殖率才是最低的
3、流浪猫不吃鸟，所以猫多的地方鸟多
4、流浪猫主食是老鼠
5、猫是人类救星，人类对流浪猫应该有敬畏之心
6、因为周朝有供奉猫的礼节，所以猫原产地就是中国
7、流浪猫无罪，有罪的是人类，该让人类受惩罚
8、流浪猫捕食鸟类是弱肉强食，鸟类被捕是自然法则
9、老鼠对鸟类威胁比流浪猫更大，流浪猫是保护了鸟类
10、欢迎补充
[给心心]",,1级评论,0,7,2021-09-06 23:14:26
721021,保密,还有要数据，给了数据，是外国的就是公知，是国内的不知名的查不到或者懒得查就是假的，是国内权威的甚至链接都拍在它脸上，它又跟你扯它的个人所见,账号已注销,2级评论,6,4,2021-09-07 20:21:12
账号已注销,保密,"逐个反驳：
1、只看到流浪狗没看到其他小动物呗
2、繁殖率低为啥每条巷子里面都是猫？
3、确定不是因为鸟多的地方所以流浪猫多？
4、老鼠好抓还是夜晚中的鸟好抓？
5、把流浪猫带回家还可以招财呢
6、全世界公认猫的训化开始于三千多年前的埃及，而你仅仅靠两千多年的故事就判定猫来源于中国了？
7、典型猫权大于人权，没必要多说
8、流浪猫是入侵物种，而且数量失去控制，因为人类发展到这种程度，所以就不该把流浪猫和大自然相提并论
9、先不说有没有统计数据支撑，这就是一个五十步笑百步的问题，难道我伤害你不如其他人，我就成了你的恩人？
10、流浪猫们可以来怼我了",账号已注销,2级评论,0,3,2021-09-06 23:24:34
这里开始放假,男,感觉极端爱猫狗人士🧠都有问题,,1级评论,5,7,2021-09-04 16:35:14
账号已注销,保密,"这里讲的是被鼠患证伪了，也被英国反驳了的，过时的错误的说词，视屏的才是毁生态的害你也害你周边的所有人的说词，亚欧大陆的个小国上次这么干的结果，是粮食被毁威胁到人类的基本的生存后又颁布了法律保护猫，原本就自上古存在的城市的流浪猫的生态位，被毁掉了原本的生态位只会造成生态的毁灭。

毁掉原本就存在的生态位，会导致生态的崩溃的，这仅仅是个基本的常识。",这里开始放假,2级评论,0,1,2021-09-05 06:16:24
账号已注销,保密,"这就是为了鸟把人类的基本的生存给仍了，圣母式的自我感动，猫岛那么大的密度，高树上还是各种的鸟叫声，街道上还是非常的干净，生态还是非常的平衡，我国也见过母猫只能给孩子找到小块的红薯和上方各种的鸟叫声。

啥砖家，竟用别的大陆的模型反科学，还用问卷的数据为基础？信梦都比信这个靠谱，被美的学者驳是按这个三年北美就没鸟了。

我国的家猫甚至没能耐去阻止麻雀的泛滥，家猫不能在中原的野外去生存，也就有了中原最差的繁殖的能力，其他的所有的物种都同时在野外和人类处繁殖，自就麻雀的繁殖的能力远强于猫同样鼠也是。",这里开始放假,2级评论,0,1,2021-09-05 06:15:27
乐抛,女,"我寻思两脚兽有规划的安乐死处理对生存环境产生威胁的流浪猫，和两脚兽爱猫有冲突吗？
不同品种的两脚兽之间还有矛盾呢，哪来这么多精力建设你的天地一家大爱盟[疑惑][疑惑][疑惑]",,1级评论,6,7,2021-09-04 15:38:03
乐抛,女,回复 @夏日冬阳4号 :不要在意这些细节,乐抛,2级评论,6,3,2021-09-04 23:05:54
夏日冬阳4号,保密,"品种……
咳咳咳，建议你重学生物",乐抛,2级评论,5,3,2021-09-04 23:05:11
滑铲爱好者,男,"http://tieba.baidu.com/p/7525462960?share=9105&fr=sharewise&see_lz=0&share_from=post&sfc=copy&client_type=2&client_version=12.9.3.0&st=1630722445&unique=487A39E3D1220E250C6DF2911EB7DE73 

这个帖子楼主养不熟直接扔了，下面一群人叫好，也不管对环境的影响，什么乐色人，而且这些人碰见投喂的就不是这种态度，双标的可以",,1级评论,5,7,2021-09-04 10:29:33
琥珀含羞草,保密,猫吧是这样的,滑铲爱好者,2级评论,6,2,2021-09-04 10:32:49
大魔王麾下吟游诗人,保密,回复 @秘紅赫耀 :我已经看见好多次你了[脱单doge]，不累吗,滑铲爱好者,2级评论,5,1,2021-09-04 19:16:56
兔叽疯了,女,弄死确实是最简单有效的方法，但落实到操作上，扔毒气室集体处死和辣脆的做法没什么区别，亲手抚养一段时间再亲手杀死，相关工作者罹患心理疾病和自杀的几率都很大，同时更承担着外界一些声音的谴责，如果有选择的话，还是不要让无辜的人承担这份罪责[生病],,1级评论,6,7,2021-09-04 09:30:26
丨砖家,男,欧美我记得是灌二氧化碳来着，简单方便,兔叽疯了,2级评论,6,3,2021-09-04 10:28:49
长期吃鱼导致的,男,直接射杀最简单高效了，国外对严重的动物灾害一般都这么玩。,兔叽疯了,2级评论,6,1,2021-09-04 20:48:20
ARK-创,保密,流浪狗猫都差不多，对于未节育的猫狗喂的人我看来不是傻就是别有用心（作秀）。看看那些大学里的部分学生，学历不一定代表智慧。,,1级评论,6,7,2021-09-04 07:43:28
忧郁的茜若,女,在不少同学看来，养猫和投喂流浪猫有种贵族感，不是喜欢小动物，而是虚荣在作祟。,ARK-创,2级评论,6,5,2021-09-04 07:46:03
ARK-创,保密,回复 @忧郁的茜若 :确实，他们可能只是撸那一下，其他的不在考虑范围,ARK-创,2级评论,6,4,2021-09-04 09:10:06
电-梦原生鱼,保密,就弹幕里那些“城市没有野生动物，城市不需要野生动物的”先不去问问你们有没有初中生物学历了，光我在北京就见过刺猬，黄鼠狼，松鼠（都是城里，流浪猫同区域）,,1级评论,6,7,2021-09-03 19:21:28
白菜可是planA,男,一律打回初中学生物,电-梦原生鱼,2级评论,6,1,2021-09-03 21:46:40
吃花环鸦,女,首先说明我恨猫。但我曾经还是猫孝子，看了科普之后开始支持扑杀流浪猫，随后被一群“爱猫人士”恶心到ptsd，所以恨猫。不过接下来可能会让看到这条评论的猫孝子失望，我看了这个视频不仅没觉得虐猫有正当理由，反而明白了不能盲目私自处死流浪猫。所以不要拿你们那狭隘的内心揣测正常人了捏[给心心],,1级评论,6,7,2021-09-02 23:36:21
账号已注销,保密,我觉得无论你恨也好还是爱也好，总得有个上限，对线不要太激进，理智就行，毕竟我不仅喜欢猫，还喜欢其它小动物包括大部分昆虫和鸟类,吃花环鸦,2级评论,0,2,2021-09-02 23:53:51
真白aoao,女,"简单总结：别乱投喂猫，生一窝不管
                   可爱归可爱，有害是有害
                   喜欢领家里，别只说不干
[热词系列_保护][热词系列_保护][热词系列_保护]
up可能被猫孝子功击，保护
我家之前已经收养了一只流浪猫，我也爱猫但是我不是只说不做的键盘侠",,1级评论,6,7,2021-09-02 20:09:25
修猫修勾在打架,保密,我也喜欢猫[笑哭]一开始点进来看得那是怒火中烧，后来忍着看下去，还挺在理的，看到最后，好像是这个道理，的确如此，只能说生存只能是残酷的，要保持平衡就要理智看待问题，说得真的很好，世事无非黑即白，你币有了[热词系列_三连],,1级评论,5,7,2021-09-02 16:50:06
阿黛拉呀,女,Up，我的救助观念跟你一样，但一直被骂,,1级评论,5,7,2021-09-02 15:48:14
Behind_Tommy,男,那我咔咔抓一卡车拉西双版纳丛林里“放生”可行吗,,1级评论,6,7,2021-09-02 15:04:53
紫薯麻団,保密,好家伙，集体喂猴了[tv_偷笑],Behind_Tommy,2级评论,6,3,2021-09-02 18:14:20
q火箭q,保密,可以啊,Behind_Tommy,2级评论,6,1,2021-09-02 19:21:34
镰刀子,女,那些“爱猫人士”看到安乐死就会瞎哔哔，叫他自己去收养或者出钱绝育就各种借口来了。,,1级评论,6,7,2021-09-01 21:25:42
黑色哥特时代,保密,本人是一名彻头彻尾的猫奴，不过我也是打心眼里理性爱猫，跟你说得一样，我也不同意某些爱心泛滥人士去饲喂流浪猫，猫对生态环境和其他小动物的危害远超你的想象，猫的繁殖能力一流，适应能力强大，长相甜美还受到人类的青睐，在很多流浪猫破坏生态平衡的案例上人类都是其重要的帮凶，如果你想给自己养个宠物猫那就管好它，不要抛弃它，陪伴它一辈子，如果你喜欢上一只流浪猫请带它回家给它打好疫苗做了绝育做好驱虫工作然后给它一个温暖的家能给它一个终生的依靠，而不是肆意随便投喂流浪猫，它们在野外的日子过得太好其他小动物就遭殃了，很多迁徙途中路过城市的小鸟会因此受到严重的威胁，种群数量会锐减，可能其中好多种类本身就已经是濒危的了，猫对很多小型爬行动物，哺乳动物和鸟类以及鱼类有非常大的危害，猫和人类还有个行为上的共通点就是一般的野生动物杀生往往有目的性比如猎食或者自卫或者争夺境地等等，而猫不同，它杀生不需要这些理由，可能仅仅就是为了娱乐自己而已，猫是除了人类之外为数不多会因为自己“喜欢”而去进行捕杀的物种，它们的种群数量大了绝对不是好事儿！,,1级评论,6,7,2021-09-01 19:15:15
Bossbobby,男,《狗，猫，鼠》-----真的是鲁迅写的,,1级评论,5,7,2021-09-01 17:51:14
KAY0Y0,男,"赛季缅因。。
比赛级布偶还贵啊。[喜极而泣][喜极而泣][喜极而泣]",,1级评论,6,7,2021-09-01 17:42:07
饭甜独食,男,遇到学术派了[笑哭],,1级评论,6,7,2025-05-04 00:13:12
缝合蠕动,保密,流浪猫流浪狗脏的批爆，最好是驱赶出自己住的小区，别把疾病传给人和宠物,,1级评论,2,7,2025-03-23 13:55:51
爬行天下爱丫丫,保密,建议效仿【为打造无猫生态小岛，近400只流浪猫将被捕杀！-哔哩哔哩】 https://b23.tv/DmwtD8t,,1级评论,5,7,2025-01-30 13:45:23
饕餮記,保密,抓到捕杀就行了己符合条件,,1级评论,5,7,2024-11-20 00:31:29
沙历士的可乐,男,"城市里确实有很多人投喂流浪猫，有些投喂点都成猫咪的食堂+繁育基地了。每年小猫一窝一窝的生
投喂的人就是自己觉得猫可爱，能提供给他们一些情绪价值。但他们不会花钱给流浪猫绝育，更不会带回家收养，纯图个乐",,1级评论,6,7,2024-10-16 23:21:24
暗耀真尊,保密,这种人最贱，可以和无缘无故虐猫划等号了。,沙历士的可乐,2级评论,5,1,2024-10-24 23:30:27
Loco_doble,保密,@一帅说尽人生 你无敌了孩子，喂未绝育的流浪猫是对的,,1级评论,5,7,2024-09-03 10:18:56
竹珅,保密,还有像这样靠数据说话的讲流浪猫泛滥问题的up主吗？各位能不能多推荐一些,,1级评论,6,7,2024-07-11 17:18:58
迷惘的鸡仔,男,"喂养流浪猫=流浪猫数量增多=壁虎、蜻蜓、蜘蛛等中小型生态位捕食者数量急剧减少=蚊子增多
所以，喂养流浪猫=喂养蚊子，请问经常喂流浪猫的朋友们，你们喜欢蚊子吗？[doge]",,1级评论,5,7,2024-07-10 18:50:18
魔法少女-环彩羽-,男,还有鸟类的数量也要减少,迷惘的鸡仔,2级评论,6,1,2024-07-10 23:45:44
_鹤er,男,【哈基米TV之嗯造鸳鸯-哔哩哔哩】 https://b23.tv/ra1KMvn,,1级评论,6,7,2024-05-29 17:16:39
_鹤er,男,[doge]国二也不过是口粮,_鹤er,2级评论,6,1,2024-05-29 17:16:59
阿哈的猫咪,男,谢谢up做这个视频，想为小鸟被猫捕杀这个问题发声已经很久了,,1级评论,5,7,2024-04-04 16:48:53
F0G404,保密,猫不绝育一年2-3窝轻轻松松，就算活下来一半也是每只母猫能带来5只小的，而且小的三四个月后又能生小的。,,1级评论,6,7,2024-03-18 23:29:39
兰博控温机械者,保密,楼长经典咏流传,,1级评论,5,7,2024-03-12 15:25:11
账号已注销,保密,有没有人能教我怎么抓猫啊，今年在小区发现一只贼可爱的纯灰小猫，想把它绑回家养。,,1级评论,0,7,2024-03-07 15:09:14
河大地,保密,回复 @意羽亦 :哈气猫别养！😡找那种绝育弃养家猫最好，一般比较亲人,账号已注销,2级评论,5,7,2024-03-11 11:02:35
账号已注销,保密,回复 @Mr节操君 :我已经用笼子抓到一只老猫，一直对我哈气，给它放了。。。。。今天继续,账号已注销,2级评论,0,6,2024-03-09 15:16:57
冰点飞翼,保密,"咏猫教主（2.0）
主子濒危达一级
大鼠见到吓归西
野狗入侵土澳地
正常人不懂蛇蜥
黄鼬专吃鸭鹅鸡
王鹦遇猫怕落地
城市入侵泽巨蜥
食肉动物人难训
猫鼠同看色彩戏
专吃老鼠的猞猁
鼠兽吞噬啃猪蹄
家猫为城市根基
黄鼠狼灭猫头鹰
威胁人类属白暨
白鲟灭江超容易
大狗咬人是天敌
天下猫科无差异
人崽落入恒河脾
鼠兽成群把犬戏
群鼠将楼变平地
眼斑巨蜥让人毙
鼠患成灾蛇消匿
一猫出场治鼠疫
乌鸦海鸥啄人皮
野猫不与猫交际
猫鼠能抗核威力
要问教主尊号地
破站bbdeshouji",,1级评论,6,7,2024-03-01 10:50:50
澪妈单推人,男,我觉得流浪猫的问题还夹杂了资本的问题，国内两极分化比较严重，很多人说没钱养猫是真的，因为养自己都费劲。,,1级评论,6,7,2023-11-25 08:14:36
青峰有蝉,保密,真理是真不受时间约束啊，这个视频放在现在的魔幻事件也是很好的诠释[doge],,1级评论,6,7,2023-10-26 19:31:56
阿聪在找工作,男,竟然是21年的视频,,1级评论,6,7,2023-10-24 18:22:46
ysteyyds,保密,因为流浪猫狗问题不是一天两天了,阿聪在找工作,2级评论,6,2,2023-10-25 03:29:03
山寄林,保密,坚决支持以任何方式处理流浪猫狗[奋斗],,1级评论,6,7,2023-10-24 00:59:42
水獭柠檬,保密,我想我也只是喜欢特定物种干净漂亮的猫猫，而且其实更想养鸟一点。感觉很多人也是这么想的，领养速度根本赶不上遗弃速度。看着有人喂流浪猫也是心里不是滋味，好像大家都默许了城市上应该有猫在四处流浪,,1级评论,6,7,2023-10-22 16:33:58
Thenthey,保密,常看常新,,1级评论,6,7,2023-10-21 21:47:47
滴滴歪歪歪,男,常看常新,,1级评论,6,7,2023-10-21 15:11:18
关羽一米九,保密,根据《中华人民共和国生物安全法》第五十三条第二款规定：“国家对我国人类遗传资源和生物资源享有主权。”,,1级评论,5,7,2023-10-12 09:08:13
软香甜就是软香甜,保密,我在想如果在一定区域内只绝育公猫会不会比都绝育更有效果，毕竟绝育公猫的费用比母猫低多了，绝育一只母猫我至少可以绝三只公猫，那么让一个区域内的公猫的太监比例达到某个程度是不是可以有效降低猫猫繁育速度。加上猫猫也没有长途迁徙的习性，应该效果比两者都绝好吧。,,1级评论,6,7,2023-07-31 22:26:12
好久不见339521,保密,其实绝育母猫比绝育公猫更有效，因为公猫不会主动发情，都是母猫发情释放信息素吸引公猫发情，所以嘎母猫更有效。,软香甜就是软香甜,2级评论,5,4,2023-08-02 13:09:11
软香甜就是软香甜,保密,回复 @木场往事立残阳 :确实，如果是政府推动的话，可能需要考虑时效了，既要减少数量，又要同时解决母猫发情叫的问题。不过民间组织的话可能是只绝育公猫更有可行性，毕竟经济实力有限，不打到一点程度效果真的不大。不过其实并不是很看好这个抓捕绝育放归的前景，毕竟远远跟不上繁殖速度。,软香甜就是软香甜,2级评论,6,4,2023-08-01 00:53:34
Lumi-Ray,男,应该由政府部门清缴，直接敲死，快速直接,,1级评论,6,7,2023-07-25 15:39:29
黑色的干粪,女,转给家里人了。我妈之前领猫回来现在不想养了就劝我遗弃美其名曰“放归自然”，最恶心的是她还说“放它自由，让它去该去的地方”……原本也是答应允许我把猫带到外省的，现在又说房东不允许养宠物让我不养，真的好想吐,,1级评论,5,7,2023-07-18 15:17:24
-符-华-上-仙-,男,捕捉流浪猫，开直播网上领养，没有被领养的第二天安乐死这方案如何[doge][doge],,1级评论,5,7,2023-07-13 17:14:16
旧海诚o,保密,"TNR其实也有不合理的地方，因为哺乳动物的生殖器官会分泌一种酮，如果失去它会让个体失去对亢奋与疲惫协调的能力。这会让猫生存能力大大降低。
所以如果抓到流浪猫 要绝育就一定要做好养它不弃它的准备 要么你就把它送到救助站",,1级评论,3,7,2023-07-04 12:17:28
长长的青,保密,"有道理，TNR之后就一定要养。

换句话说，没人养就必须安乐死。",旧海诚o,2级评论,5,1,2023-07-09 18:31:55
旧海诚o,保密,回复 @孩儿啊早点睡吧 :那还不如直接送救助站让他们处理。而且我说得生存能力并不单单指捕猎，更况且，猫绝育了也不会影响他们捕猎，就像古代的太监即使阉了也不会影响他们干活或者提刀打架。但是亢奋和疲惫的处理能力降低了（为什么绝育之后的猫嗜睡就是这个原因，而且从人类的角度看，古代的太监作息基本只有4～5个小时），对外界反应的能力也降低了。很多冲上公路被碾成肉饼，或者掉下水道，水沟里淹死的猫如没有特殊情况基本都是绝育的的猫。（不光是流浪猫，也有可能是被散养但绝育的猫，因为猫的反应能力是人的六倍，如果出车祸的猫反应能力在线，遇到车冲来会最快速度躲避，这样的话顶多是双腿被压断或者跃起被撞飞，全尸活着半尸还在，那些死无全尸的都是坐在那边没反应过来等着被车轱辘碾压的）,旧海诚o,2级评论,3,1,2023-07-08 15:40:22
电脑玩家南小鸟,保密,不懂猫，但是up这样说会不会给冲啊？但是也有好多三连的,,1级评论,6,7,2023-06-30 21:29:20
香芋紫薯糕,保密,这个up主天天都有人冲，不过真的会需要这种理性的人，流浪猫的危害真的很大，不是平常可可爱爱的那样，晚上发情的时候乱吼乱叫，影响睡眠,电脑玩家南小鸟,2级评论,6,23,2023-06-30 22:44:48
