用户昵称,性别,评论内容,被回复用户,评论层级,用户当前等级,点赞数量,回复时间
Demons-1999,男,小时候看这集直接把家里猫当足球踢了[笑哭],,1级评论,4,1,2025-04-22 17:21:24
舅舅家喔喔,男,这种一般要把孬子劈开取出风涎,,1级评论,5,1,2025-04-22 17:01:32
食草凉先辈,保密,@雪童XT @_Lingo- @無聊的E,,1级评论,5,1,2025-04-21 14:26:27
_Lingo-,保密,简猫,食草凉先辈,2级评论,6,1,2025-04-21 16:50:47
霄汐汐,男,想流浪了，那些追着人咬哈气的猫我是真想打[生气_金箍],,1级评论,5,1,2025-04-21 12:59:39
綠色柠檬,保密,@k0meij1_SaYURI,,1级评论,6,1,2025-04-06 14:03:28
香蕉菠萝哈密瓜114514,男,@安-柘,,1级评论,5,1,2025-04-16 18:26:07
安-柘,男,坏🐱👎👎👎,香蕉菠萝哈密瓜114514,2级评论,5,0,2025-04-16 18:39:42
芜产芥极,男,神人才会养出这种猫，或者选这种猫养[嗑瓜子],,1级评论,5,1,2025-04-13 12:39:36
Teio0000,男,@-飞影大王- @永远的猫三岁 @双龙市 @芥雏子不是花 @是梦玄呀 @东百帝王 @齐宝阳光 歌,,1级评论,5,1,2025-04-02 10:55:28
Teio0000,男,回复 @永远的猫三岁 :哎哟我,Teio0000,2级评论,5,0,2025-04-02 14:46:14
永远的猫三岁,男,我在想为什么国足那么差呢🤔,Teio0000,2级评论,6,0,2025-04-02 14:38:22
能五冠吗,男,小时候我爷养的猫就挺乖的,,1级评论,6,1,2025-04-01 10:32:07
魔法少女Sachiko,保密,@图门塔如此高耸 @牧孖 @不会绝情的春华 @逃跑的潮 @梦貘沉眠 @志文わお @长安喵喵仔 @激昂小笨笨 @王秀丽_Offical @幽蝶化烬,,1级评论,5,1,2025-03-31 01:41:29
长安喵喵仔,保密,[飞鼠Piki_炎拳],魔法少女Sachiko,2级评论,5,0,2025-03-31 01:43:23
说的硅胶,保密,哈！,,1级评论,3,1,2025-04-07 21:28:54
阿玛昆的巫妖卫,女,后续来了 邪恶吃醋银渐层狠狠嫉妒乖乖奶牛猫被宠爱了,,1级评论,6,1,2025-03-28 12:56:06
躺桌上,男,猫猫施工队  出动！！！,,1级评论,3,1,2025-03-27 19:37:46
air_original,保密,关笼子里什么事都没了,,1级评论,5,1,2025-03-27 14:33:12
是老何头儿哦,保密,为什么会有这么多FW哈基人 猫蠢就算了被咬还不敢还手的[辣眼睛],,1级评论,6,1,2025-03-27 12:59:33
Dian滴滴,男,所以养猫前就要做好心理准备，不然有你好受的,,1级评论,5,1,2025-03-27 11:43:31
沙奈朵能干嘛,男,@cpr233,,1级评论,5,1,2025-03-27 09:06:41
精灵yyyyy,保密,那咋了[笑哭][笑哭][笑哭],,1级评论,5,1,2025-03-26 22:45:23
半轴折断器,男,这种贰逼猫能打过来吗？,,1级评论,6,1,2025-03-26 18:20:45
杜撰的传说,保密,@烟雨陌无尘 @黑狗Kriren @高忠拉面,,1级评论,6,1,2025-03-26 17:46:18
233火龙果,保密,这才是猫奴的主人呀[傲娇],,1级评论,6,1,2025-03-26 16:43:40
隋暨昇晟甬扈瞑,男,猫都很正常，养猫的人相比条件一样的不养猫人平均而言花钱和死亡率都更高,,1级评论,6,1,2025-03-26 16:18:29
夕宝专属老公,男,@迷迭香耶,,1级评论,5,1,2025-03-26 15:34:51
某科学的Misakas,保密,@TigerRom,,1级评论,6,1,2025-04-05 09:46:55
豆豆涡,保密,养猫需谨慎,,1级评论,5,1,2025-03-26 11:20:17
双手不是名字,男,我看片都没这么想穿越过去[卡拉彼丘夏日竞逐嘉年华_神经],,1级评论,6,1,2025-03-26 09:52:30
点燃星海_流萤_FireFly,男,这种猫爱起来毫无心理压力[呲牙],,1级评论,6,1,2025-03-26 09:19:49
修真者驱逐善魔修,男,这种破坏东西的真不如咬人，都送走吧,,1级评论,5,1,2025-03-26 09:16:59
无字亦无晤,保密,我有一计，在家里重要的地方放老鼠夹,,1级评论,5,1,2025-03-26 08:17:14
勇敢的晴香部长,男,@命运追随,,1级评论,6,1,2025-03-26 01:42:36
勇敢的晴香部长,男,@栗悟饭--龜波功,勇敢的晴香部长,2级评论,6,0,2025-03-26 01:42:41
月球牢大结城理,保密,@洛七燕 @爱因斯坦的棺材 @斗技场优质呆猫,,1级评论,4,1,2025-04-04 19:55:16
Verrechtlichung,男,@到处d的Francesco 略猫区,,1级评论,6,1,2025-04-03 15:40:31
到处d的Francesco,女,那我祝你天天跟这些猫住一窝却没法打到他们,Verrechtlichung,2级评论,5,0,2025-04-03 15:43:24
yoko,保密,真想虐猫啊,,1级评论,5,1,2025-03-28 12:51:20
云烟714,保密,还好我养狗😋,,1级评论,4,1,2025-03-27 17:36:35
爱读书的保夫鲁沙,男,大号老鼠罢了,,1级评论,6,1,2025-03-27 12:32:20
大波浪锤,保密,这种随机事件遇见好的就养遇见赖的直接大🦶重开,,1级评论,6,1,2025-03-27 09:18:47
93冠军阿森纳,保密,好多足球啊[喜欢],,1级评论,6,1,2025-03-27 08:45:06
不对劲的计小枫,男,不如养手机[藏狐],,1级评论,5,1,2025-03-26 21:01:41
理塘派蒙,保密,智力太低导致的,,1级评论,6,1,2025-03-26 14:32:10
假小子神中神,男,欠大飞脚了,,1级评论,6,1,2025-03-26 14:23:22
Aureliano134,保密,怎么没有那个一屋子猫发疯了往各个方向乱跑的,,1级评论,6,1,2025-03-26 11:34:59
友利奈绪-O-O-,保密,第一个猫是谁家魈宝[喜欢],,1级评论,5,1,2025-03-26 11:23:22
9空输,男,主动排除安全隐患，豪猫。,,1级评论,5,1,2025-03-26 10:47:03
猫山绘里香_,女,猫为啥会突然攻击主人 哈人,,1级评论,5,2,2025-04-03 18:58:38
R洛九盐,女,可能突然被什么吓了一跳，不可能没有原因攻击的,猫山绘里香_,2级评论,5,0,2025-04-17 18:41:50
一只野生显微镜,保密,你好奸商我要充月卡,猫山绘里香_,2级评论,4,0,2025-04-20 04:26:21
好色分子,男,@飞往芜湖 @墨纣 @GnarSssS纳纳纳 @平平无奇的阿yuan @十年白银不请自来 @辰龙之逆 @最强の收集者 @看你怎么说喔 @没节操的小节操君 @健康的大腮帮,,1级评论,6,2,2025-03-31 15:41:28
寰宇天夏,保密,我放的氯氰菊酯水乳剂，拌剩鱼骨，吃了很多还是活蹦乱跳，兄弟们指导下,,1级评论,4,3,2025-03-27 17:31:06
默诺IX,男,注意别搞到有主的，算别人财产,寰宇天夏,2级评论,6,4,2025-04-22 23:49:57
BlankSecret,保密,低血压治疗神器😅,,1级评论,6,1,2025-04-18 22:57:30
阿垃垃垃垃君,男,为啥你们家里这么多东西摆外边 平时不做收纳的吗[笑哭],,1级评论,6,4,2025-03-27 10:20:33
法力无边祁厅长,保密,家里面有摆件不很正常吗？,阿垃垃垃垃君,2级评论,4,9,2025-03-27 12:39:08
七曜时,男,收纳是给别人看的 你不能保证桌子上什么都没有 那不是家里 那是样板房,阿垃垃垃垃君,2级评论,6,11,2025-03-27 13:47:12
-ZhEng-,男,养猫家里就不应该有花瓶电视平板手机电脑陶瓷化妆台镜子天花板猫粮水杯碗筷梯子衣架以及主人 都是fw哈基人 别赖猫猫[笑哭],,1级评论,6,1,2025-04-07 19:27:42
小鸡------,保密,[大笑]从来不拆家,,1级评论,3,1,2025-04-06 08:28:58
新颖鱼,保密,哈哈哈哈哈，我只能说这里面真有哈吉人，而且还生气了😋😋😋,,1级评论,2,1,2025-04-13 01:37:25
鹅菌快点投,保密,养猫的家里不应该放任何瓷制和玻璃物品，保护可爱的猫猫,,1级评论,2,1,2025-03-31 17:02:08
TXZ_轮滚慢慢,保密,猫猫调皮一点怎么了？不要看什么都应激[星星眼],,1级评论,5,1,2025-04-09 17:50:58
Arnoland,保密,把猫一直关在这么个小空间里，精力无处发泄，家具自然就遭老罪了,,1级评论,6,1,2025-03-27 15:08:44
木呵呵不丰富,男,家里养猫就不能放装饰啥的,,1级评论,6,1,2025-03-26 14:56:14
老脏龟,男,就像他们说的一样看片的时候都没有这么想穿越进去[辣眼睛],,1级评论,6,2,2025-03-29 21:58:35
空灵小茂,男,@bili_90220901758 大狗大狗嚼嚼嚼,,1级评论,6,2,2025-03-26 13:50:37
bili_90220901758,保密,捞,空灵小茂,2级评论,5,0,2025-03-29 17:12:42
Memesence阿染,保密,看完就想狠狠的爱猫了，可惜香港的猫都被爱完了,,1级评论,6,2,2025-03-26 12:34:40
寰宇天夏,保密,"我买的驱鼠化醇➕鱼罐头还没死,兄弟们,买雷公藤甲素管用不。",,1级评论,4,2,2025-04-25 11:06:37
鬼鬼祟祟的小人物,保密,？猫比狗聪明多了，狗啥也不会，这是活力满满的表现,,1级评论,4,3,2025-04-19 23:17:19
理塘戒哥,男,孝顺,鬼鬼祟祟的小人物,2级评论,6,9,2025-04-20 16:17:25
花期落尽,男,回复 @鬼鬼祟祟的小人物 :哈吉米的土豆cpu,鬼鬼祟祟的小人物,2级评论,5,7,2025-04-20 11:10:27
食麵揸車,男,猫就是大耗子 但没耗子聪明[微笑],,1级评论,6,2,2025-03-30 12:59:21
樱井椎子,女,不会搞bgm可以不加[辣眼睛][辣眼睛][辣眼睛][辣眼睛][辣眼睛],,1级评论,6,1,2025-03-27 06:08:50
推进之王维娜_,保密,好听，爱听,樱井椎子,2级评论,6,5,2025-04-02 12:42:25
血亏是福,保密,不想听自己退出去,樱井椎子,2级评论,6,2,2025-04-20 11:55:52
insomniaF,男,我感觉我家的猫真的是绝世好猫，性格稳定，从不抓人咬人，就算你用两只手提它两只后腿让它倒挂它也不挣扎[doge_金箍]，大家可以进我主页看看我的豪猫🐱,,1级评论,5,2,2025-03-30 18:25:11
文学之森的睡美人,男,@我是小森ww,,1级评论,6,1,2025-03-27 00:41:08
我是小森ww,女,我准备好了,文学之森的睡美人,2级评论,5,0,2025-03-27 07:56:37
-小然awa-,男,养猫的都是神人 [笑哭],,1级评论,6,1,2025-03-27 23:22:21
陈威廉在燃烧,保密,晒晒我家的极品豪猫,,1级评论,5,1,2025-03-27 18:26:27
少女击剑中,男,没有四肢的猫才是好猫,,1级评论,6,1,2025-03-27 12:12:59
时间使故事发芽-_,保密,我就想问，这些地方是小猫生存的地方吗，主人不好好培养，小猫犯错很正常，你们就是这么教育小猫的，还觉得自己很有理了是不是？,,1级评论,2,1,2025-03-28 07:38:10
幸福安心委員会の会長,保密,猀坒,时间使故事发芽-_,2级评论,6,5,2025-03-28 22:22:03
CrCat66,男,bro养过猫吗，BYD你指望它多聪明，底层代码不可变,时间使故事发芽-_,2级评论,4,4,2025-04-05 03:43:55
狂人的剑歌,保密,@Meowth-MT,,1级评论,5,0,2025-05-14 11:37:33
化外散仙,男,@OpsComputer @RichardZ_ @Shadowl影枭 @Yuzuri柚子,,1级评论,5,0,2025-05-13 10:25:22
Shadowl影枭,男,冒小子的福报啊我看,化外散仙,2级评论,6,0,2025-05-13 12:31:49
关逼王2,保密,这就是我不让猫爬高的原因。当然挠东西窗帘这种真改不掉，只是不在我面前挠[笑哭],,1级评论,2,0,2025-05-11 11:20:47
探病中的碇真嗣,男,爱人TV,,1级评论,5,0,2025-05-11 10:32:04
南风洛川,保密,来一根pl12爱猫飞棍就好了,,1级评论,4,0,2025-05-10 11:37:41
GOdiezalzx,保密,哈撸猫,,1级评论,4,0,2025-05-09 10:34:15
落花依白,男,@铂企的金箔@球球-大帝@青云_cyan@Yunjins_Dolphin@不想吃狗粮但却忍不住@s_c_p457@雪乃の天下第一@晚亭听风雨@爱吃鱼的鱼肉,,1级评论,5,0,2025-05-08 23:47:19
球球-大帝,女,这青云真是随叫随到啊[少女乐队的呐喊表情包_噫],落花依白,2级评论,4,0,2025-05-09 00:02:35
青云_cyan,保密,[少女乐队的呐喊表情包_哈？],落花依白,2级评论,5,0,2025-05-08 23:58:21
他丘之露,男,看片时都没这么想穿越过去,,1级评论,5,0,2025-05-07 11:05:20
SonyrapeNintendo,男,猫和人一样有性格和个体差异，蠢得离谱和性格恶劣的猫比比皆是[doge_金箍]。我家那俩猫猫虽然平时调皮，但是整体来说还是过于可爱。这视频里面的猫一个比一个逆天,,1级评论,6,0,2025-05-07 09:47:34
洛启桜华,男,我家就平房，有个院子让猫来回跑。所以楼房养猫还是太麻烦了。[doge],,1级评论,6,0,2025-05-06 13:01:56
謎亭,保密,我们家以前养的猫根本就不在家里乱跑，都往山上跑。所以把猫放到农村就行了。要不然专门搞个猫房，不准它到别的房间捣乱。,,1级评论,5,0,2025-05-04 19:51:52
传奇耐碎王水晶奇侠,保密,建议改成：猫的几百种作死小技巧,,1级评论,5,0,2025-05-04 08:33:31
什么都没有还敢开店诶,男,野猫大多都很吓人  以前不明白为什么会有人花大价钱去买宠物猫，后来自己短暂的跟同事的布偶猫相处过一个月才知道 宠物猫虽然战斗力很低，但是真的很会讨人欢心。而且真的好乖 特别粘人，感觉跟养狗一样。每天下班回家都站在门口迎接我，感觉一天的疲惫都扫空了。,,1级评论,6,0,2025-05-13 21:38:17
黎明の决意,男,这种猫我一脚能踢十来米,,1级评论,6,0,2025-05-13 02:46:55
uttozu丶official,男,@Sanya_Chizuru,,1级评论,6,0,2025-04-29 09:30:16
Sanya_Chizuru,男,[星星眼][星星眼],uttozu丶official,2级评论,6,0,2025-04-29 09:36:54
崇祯皇帝朱由检,男,想搬出铁锅炖了😋,,1级评论,6,0,2025-04-29 08:46:57
ReNation,男,流浪猫多是有原因的,,1级评论,6,0,2025-05-10 12:56:25
谷速,保密,猜猜为啥虐猫的最多，没有虐鸟的？,,1级评论,5,0,2025-04-28 01:27:06
李李李素素素素素,保密,@黄金の贝阿朵莉切 @飞蛾pulingling @野生油漆兵 @神千忆 @波比不熬夜Orz @-莫言无-,,1级评论,6,0,2025-05-08 16:14:30
飞蛾pulingling,保密,嫌我过得太如意了吗我永远都不会原谅你永远都不会,李李李素素素素素,2级评论,6,0,2025-05-10 11:49:19
何其荣幸何其侥幸,保密,这些不得不掠毛了,,1级评论,5,0,2025-05-07 12:42:05
纯色海,保密,求，想看i猫TV了[给心心],,1级评论,5,0,2025-05-05 16:06:23
一诺骞金イレイナ,保密,现在在b站搜爱猫tv都搜不到了,,1级评论,4,0,2025-05-04 20:53:00
烙菜头粿,保密,猫：宜家杀手,,1级评论,5,0,2025-05-04 10:51:58
漱湍,保密,红温了,,1级评论,5,0,2025-04-21 19:21:08
゚Vergil,男,不会套项圈吊着是吧，活该屋里一团乱[调皮],,1级评论,6,0,2025-04-21 11:12:37
四次元神爹,男,哺乳类智力巅峰[支持],,1级评论,5,0,2025-04-20 22:59:10
OAOua7,保密,还好我家猫很胆小,,1级评论,6,0,2025-04-20 15:18:43
虚无中看见美,男,太短了,,1级评论,6,0,2025-04-20 00:41:01
夜莱ちゃん,男,@bbc机 @Shiina数昔日春花 应激了,,1级评论,6,0,2025-04-19 18:38:58
airshgyhvr,保密,@Poetur @VErzo @千早爱音的狗奴才 爽,,1级评论,5,0,2025-04-19 15:10:31
不爱哈气-考编版,男,@野火烧于暮色中,,1级评论,5,0,2025-04-19 13:34:57
桑塔人,女,活全家bgm,,1级评论,6,0,2025-04-19 13:02:59
殇心_心殇,男,【娘家的狗天天跑来看我-哔哩哔哩】 https://b23.tv/k9XtOMT还不如狗子安心,,1级评论,6,0,2025-04-19 06:34:13
天哈万物以基米,保密,猫爱TV,,1级评论,2,0,2025-04-29 18:41:55
天哈万物以基米,保密,猫爱TV😋,,1级评论,2,0,2025-04-29 18:42:01
给你匹股来一刀,保密,@叫智代的是我女朋友,,1级评论,2,0,2025-04-29 15:23:20
闪光重顺心,男,怎么最近体育器材广告这么多[笑哭]全是足球展示,,1级评论,6,0,2025-04-28 18:31:38
帅面睦子米,保密,@kitsune_gwyn 哎哟我的马,,1级评论,4,0,2025-04-16 17:44:07
茕兔ヽ,女,@水落烟雨,,1级评论,6,0,2025-04-15 20:39:43
咕咕两个桃,女,@dsdavxvdve32rd,,1级评论,6,0,2025-04-26 19:22:52
dsdavxvdve32rd,保密,哈吉米,咕咕两个桃,2级评论,6,0,2025-04-26 20:56:12
LioConvoy,保密,看的太爽了！,,1级评论,6,0,2025-04-24 00:21:30
Caroiy,保密,@Shiine_Ringo @ly1aos @遠坂リカ @pinana7mi,,1级评论,6,0,2025-04-12 19:09:51
DAVEwood,男,突然突发奇想，想要把这些猫的损失变成可视化，应该会更有趣,,1级评论,6,0,2025-04-12 17:13:59
badyys,男,求蓝猫视频有偿,,1级评论,6,0,2025-04-11 16:06:29
静默成空_,保密,👍,,1级评论,4,0,2025-04-21 16:15:30
菲姐世界第一可爱,女,有一半的肇事者猫是故意的原因取决于养猫人对猫的态度,,1级评论,5,0,2025-04-10 12:01:51
阿垃垃垃垃君,男,@硫叶立德的哥  桌面没啥可破坏的 我生活了一年的家也这样,,1级评论,6,0,2025-04-10 10:43:55
闪一2,保密,@雷猕猴桃,,1级评论,5,0,2025-04-20 09:27:16
DarlingJWYF,男,你们养猫离开家不关笼子里吗？[笑哭]我专门搞个大笼子，里边装修好猫猫屋，整点各种玩具，回家里也把它跟我锁一个屋，必须在我视线范围内[笑哭],,1级评论,6,0,2025-04-19 17:20:35
不上二级-本科不改名,保密,看完这个再去看虐猫，这就是生活,,1级评论,4,0,2025-04-19 15:04:43
近岳,男,@黄猫1656,,1级评论,5,0,2025-04-19 12:36:23
Xun_Atopos,男,剧本,,1级评论,6,0,2025-04-19 09:38:32
阳光快乐小牛马啦啦啦,保密,如果是哈基I加一撇或一捺是不是就不会乱跳挠了？,,1级评论,6,0,2025-04-19 01:59:03
xiaomil_,保密,自从养猫了后，我们家都是用纸杯了www,,1级评论,4,0,2025-04-07 18:47:45
共和科技执行官,男,我家猫从来不上桌，也知道乱串得在地上跑[笑哭],,1级评论,5,0,2025-04-18 18:08:23
找珀西叔叔暖手,男,有没有那种打碎东西被吓应激然后两只猫互殴起来的[笑哭],,1级评论,5,0,2025-04-18 06:51:14
癫疯造饭师emo斯基,保密,经典咏流传,,1级评论,6,0,2025-04-16 01:19:02
WindyBeana,女,@岛夏natsu,,1级评论,6,0,2025-04-01 21:04:46
Sakura丶QiKo,男,@一块泡腾片,,1级评论,6,0,2025-04-01 15:47:44
优选大床_Official,保密,能忍住不爱的也是神人了👍,,1级评论,6,0,2025-04-10 21:42:32
冰糖雪梨来一瓶,保密,喜欢养猫？😋,,1级评论,5,0,2025-03-30 22:38:12
被父亲欠下6万,男,@Agul_114,,1级评论,5,0,2025-03-30 10:32:12
小鱼笼,男,叮咚激,,1级评论,5,0,2025-03-30 09:59:44
icccccccccccccc,男,爽,,1级评论,6,0,2025-03-29 22:13:21
感悦工作室,保密,我家猫不会出现视频这种，一整天都在想着吃东西（出去打野猫打输了）,,1级评论,4,0,2025-04-08 18:58:55
Jake-游戏实况,男,人不在家竟然不关笼子 在家在放开不行吗,,1级评论,5,0,2025-03-29 13:46:37
騳騱饐龗爩麤灪爩爨癵,保密,UP主加油！看好你噢~,,1级评论,5,0,2025-03-29 12:40:05
幸福安心委員会の会長,保密,@545431 “跟前边比最正常的一集”正常在哪？,,1级评论,6,0,2025-03-28 22:15:16
KelyHacker,保密,@五仁51193 @黄色小鸟人 @你可以不化妆不戴美瞳出门 @Pesca丶,,1级评论,6,0,2025-03-28 19:45:59
可爱无需多言,女,想踢球,,1级评论,5,0,2025-03-27 22:00:47
追着疯子跑的追疯少年,男,@狄曦曦 爽,,1级评论,6,0,2025-03-27 18:33:36
-咩新鲜萝卜皮,保密,md一进来听到那BGM就绷不住了[笑哭][笑哭],,1级评论,6,0,2025-03-27 17:41:38
colorfulwww,男,@zhengbei,,1级评论,6,0,2025-03-27 17:36:54
驻马店精神院院长,男,得从小开始料理  我的猫只会钻床转缝,,1级评论,5,0,2025-03-27 17:04:28
废石托普斯,保密,哈基咪超进化！→永动基,,1级评论,5,0,2025-03-27 14:05:18
YANGGONGQING,保密,都是好猫,,1级评论,6,0,2025-03-27 13:33:23
MarceloGallardo,保密,相似了,,1级评论,5,0,2025-03-27 12:19:40
耄耋的咆哮,保密,想吃龙虎凤了[微笑],,1级评论,6,0,2025-03-27 08:32:24
初音千空,保密,封面呢？,,1级评论,6,0,2025-03-27 02:18:30
TES刘青松,男,@亚託克斯 @Aweek丶 @一只坚持梦想的咸鱼,,1级评论,6,0,2025-03-26 23:12:16
安东星把鼠式吃了,男,情绪价值这一块[支持],,1级评论,5,0,2025-03-26 22:54:04
秋邺丶,男,@音理neri,,1级评论,6,0,2025-03-26 21:57:32
皮卡皮卡小草莓,保密,这就是为什么房东不让养猫养狗,,1级评论,6,0,2025-03-26 21:32:49
功震天下婴,保密,加入爱猫曲[笑哭],,1级评论,5,0,2025-03-26 21:13:33
御坂御坂20002,男,能忍住不略也是神人了,,1级评论,6,0,2025-03-26 21:02:54
水上油气,保密,@冰訌茶 @明曦rinayo- @华漾Emoji @梓狗梓狗 @爱我盐神的松坂砂糖 @Dr-山雨欲来 @張劍 @-白鹿luu-,,1级评论,4,0,2025-03-26 20:55:52
我要QAQ,男,@sqshr17 @是猫狐捏 @辣条依赖症 @北汐_Starlight @虚猹_BWChara,,1级评论,5,0,2025-03-26 20:35:30
style冷夜,男,@大水王有一条鲶鱼精,,1级评论,5,0,2025-03-26 18:49:22
2yd_,男,今天敢爱人，明天敢爱什么我都不敢想,,1级评论,6,0,2025-03-26 17:33:46
风语蝉鸣,男,小树不修不直溜，猫爹不打不听话,,1级评论,6,0,2025-03-26 16:51:30
红泥小火炉wk,男,母亲同事的猫带来我家，硬是要把我的鹦鹉放出来配她猫玩，一开始挺担心的，后来发现傻猫被我战斗鹦满地溜就放心了。他们仨平时跟我玩都没没带飞这么极限的。,,1级评论,6,0,2025-03-26 16:51:46
会群秽土转生,男,@紘糖的炸鸡块,,1级评论,5,0,2025-03-26 15:45:29
秋意miSsery,保密,血压合集，看完了血压不高说这个[支持],,1级评论,6,0,2025-03-26 15:18:14
柳治忠证,男,别成为下一个牢镖了啊[doge],,1级评论,6,0,2025-03-26 14:20:17
珞昕琼,保密,明明知道是活全家bgm还要点进来吗...... 哈基me，我这家伙。,,1级评论,5,0,2025-03-26 14:15:11
鲸与海林与鹿,保密,我只能活过[星星眼][星星眼][星星眼][星星眼],,1级评论,5,0,2025-03-26 13:34:25
零下273point15,保密,我要哈气了,,1级评论,5,0,2025-03-26 12:08:37
生之如_舟,保密,@保科明里- @锁月无形 @努力变为自己 @泠渥 @带个玄字 @泽金-露露缇雅,,1级评论,5,0,2025-03-26 11:22:40
泽金-露露缇雅,保密,封面里哪条是你,生之如_舟,2级评论,6,0,2025-03-26 11:49:36
带个玄字,保密,[墨镜],生之如_舟,2级评论,3,0,2025-03-26 15:05:14
鬼畜得不得了,保密,我看片都没有这么想穿越进去,,1级评论,5,0,2025-03-26 11:18:34
夏夜や,男,@I天生骄傲I @猫と梨,,1级评论,6,0,2025-03-26 10:25:44
I天生骄傲I,男,看得我要哈气了[千恋万花表情包_生气],夏夜や,2级评论,6,0,2025-03-26 10:40:48
功震天下婴,保密,来个音乐出处[笑哭],,1级评论,5,0,2025-03-26 09:53:07
奈月せ,男,@sfls頭號kennyZ-,,1级评论,6,0,2025-03-26 09:44:14
S1sy_,保密,@杨晨大坤 哈！,,1级评论,5,0,2025-03-26 09:23:54
東祥雪莲,男,@゚篁米米 降压,,1级评论,5,0,2025-03-26 04:13:03
不加一,保密,看这个不笑的人[doge],,1级评论,5,0,2025-03-25 23:44:28
ryu-隆,男,这能忍住也是神人了,,1级评论,5,0,2025-04-01 18:27:43
哈基玛奇拉,男,@8米老瓜椒,,1级评论,5,0,2025-04-01 15:59:34
皮太帅,保密,@Hanserness 爱,,1级评论,4,0,2025-04-01 09:05:37
snowink11,保密,@阿贾克斯ノAJax @-TonyTong- @lan叉叉,,1级评论,6,0,2025-04-01 02:08:32
别带aeybebbb节奏啊,保密,总比养哈基汪祸害别人强的多,,1级评论,6,0,2025-03-30 09:45:52
十八元一抽,男,@DX16,,1级评论,6,0,2025-03-29 21:17:47
N1EO,保密,@Sakakiyuuu,,1级评论,5,0,2025-03-28 22:55:00
慕云live,保密,@FHDKIII,,1级评论,5,0,2025-03-27 19:00:13
晓诺2306,男,狗应该不会这样,,1级评论,5,0,2025-03-27 17:50:37
Leo的边缘日记,男,我养的猫都是从小跟狗一块儿拴着时间长都拴习惯了把绳子解了也不知道跑,,1级评论,5,0,2025-03-27 17:19:59
兮溯流光_,保密,@好像摸鱼口牙 @欣然小宇 @摸摸鱼罐头,,1级评论,6,0,2025-03-27 15:43:52
好像摸鱼口牙,保密,[少女乐团派对_等一下],兮溯流光_,2级评论,5,0,2025-03-27 17:06:38
黑色思想,男,看得我应激了,,1级评论,6,0,2025-03-27 14:51:53
夏某克,保密,@芝芝麻凛 @八六三麦茶 @張失伍 @莫闻z @LingxiPeng @私の喜多 @汐锋 不赖,,1级评论,6,0,2025-03-27 14:49:50
夏某克,保密,@熬夜舔美咲 @EveningTwiKnight @红楼EastDream @LincPriest @xizz1 @科羽 @゚AC9,夏某克,2级评论,6,0,2025-03-27 14:49:57
让我尝尝啥味的,男,我怒气条怎么突然满了,,1级评论,6,0,2025-03-27 14:35:38
月初九儿,保密,尊重他人命运🙏,,1级评论,5,0,2025-03-27 14:05:11
皮皮0514,女,应激链式反应,,1级评论,6,0,2025-03-27 11:55:44
八十氵,保密,@纯合子DD致死 @泡泡茶壶泡我 哈气了,,1级评论,5,0,2025-03-27 11:37:42
纯合子DD致死,保密,😡,八十氵,2级评论,6,0,2025-03-27 12:49:58
本人不腐,保密,@易陀始,,1级评论,6,0,2025-03-27 11:32:30
洛必达7,男,@lcycdd,,1级评论,5,0,2025-03-27 09:28:12
六海官林,保密,只能住笼子,,1级评论,6,0,2025-03-27 08:29:00
天文末日守望者,保密,突然感觉懒猫比活泼的猫好一些,,1级评论,4,0,2025-03-27 04:44:39
壬生狼k,男,@别逼我当场睡觉 @阳阳阳阳阳啊_ @亦染KUMA,,1级评论,6,0,2025-03-27 02:00:30
爱莉丝袜泡水喝三年,男,@无聊的阿耀,,1级评论,4,0,2025-03-26 23:35:55
驿路者MZ,男,@老鲤今天吃兵线 @鹅鹅子EEZ @焗卤捏 @某鹿鸣哟 @yyh0201,,1级评论,6,0,2025-03-26 23:01:48
焗卤捏,男,这能忍住不爱的也是神人了,驿路者MZ,2级评论,6,0,2025-03-26 23:14:08
你最爱的天蓝色,保密,惯的了,,1级评论,3,0,2025-03-26 22:09:04
粥粥Q-Q,保密,军训出来一个反应敏捷的主人。,,1级评论,6,0,2025-03-26 19:06:21
樱雪SaSa,保密,我家显示屏还真被这出生弄坏过[呲牙][呲牙][呲牙],,1级评论,6,0,2025-03-26 18:44:22
史上最阴间的名字,男,基米的十宗罪[笑哭],,1级评论,6,0,2025-03-26 18:35:41
dxclwdy,保密,直接老拳猛揍,,1级评论,5,0,2025-03-26 18:09:08
周绝伦_Official,保密,像看见教室门框的男高中生一样,,1级评论,6,0,2025-03-26 17:55:03
Angel_with_a_gun,女,@纯爱战神_,,1级评论,5,0,2025-03-26 17:05:49
突破天际的SU-30SM,男,要是有几个猫可能会链式反应[doge_金箍],,1级评论,6,0,2025-03-26 16:33:56
扣肚脐眼子,保密,我家俩德文全都挺老实，就是太粘人了，只要躺下他就趴我肚子上,,1级评论,6,0,2025-03-26 16:26:37
晦朔难明,保密,不行，看不下去了，给我选条好蛇，下锅炖咯[生气],,1级评论,4,0,2025-03-26 14:44:33
丶世界级潜水冠军,男,[doge]虽然我也养猫但我也爱看,,1级评论,6,0,2025-03-26 12:58:29
Q孤狼H,保密,足球。,,1级评论,5,0,2025-03-26 12:41:26
植物先生物种识别,男,很难想象这么个小玩意居然有那么大破坏力[笑哭],,1级评论,5,0,2025-03-26 12:14:59
