用户昵称,性别,评论内容,被回复用户,评论层级,用户当前等级,点赞数量,回复时间
地铁逃生垃圾仔,男,用黄河发射器远程打哈基米,一朵芙拉沃,2级评论,4,4,2025-03-26 21:27:01
天才网友王顺桃,男,用晾衣杆一个飞刺过去不就完了，谁家还没晾衣杆啊,,1级评论,5,6,2025-03-31 20:45:56
我的小手手冰凉,保密,敢不敢和我哆啦基米碰一碰？（转载）,,1级评论,2,7,2025-04-13 21:25:13
wwwwww刀糖Lily,男,波比波波比波比波那段太搞笑了,,1级评论,6,7,2025-03-25 09:19:44
速溶红茶,男,有个经常上我家偷肉的猫，我翻窗外把门关上了，我妈拿棍子打了半天哈基米才消停，这玩意就得往死了打[doge],,1级评论,6,5,2025-05-08 23:26:00
魔腕大裆,保密,看片儿的时候都没有这么想穿进屏幕里。。,,1级评论,5,5,2025-04-10 10:00:24
VisionSorensen,保密,我这博古架也随机生成了,,1级评论,6,13,2025-04-01 16:59:17
-何以为真-,保密,这能忍住不揍？话说三次哈气释放强化普攻，你是饮月君？[Ave Mujica_诶],,1级评论,4,5,2025-05-09 10:09:09
苍灵子神,男,话说猫科的这种哈气行为是模仿蛇演化出来吗？感觉这个姿态加上牙的造型非常像蛇[脸红]一直很好奇这个问题,,1级评论,6,5,2025-05-09 18:03:31
三角四方圈圈叉,男,遇到了我可以让它先对我哈半分钟,,1级评论,6,4,2025-04-03 19:48:54
管大龙-,男,啊啊啊啊啊啊宝宝你是一个一个黄色足球[星星眼][星星眼][星星眼]好想一个大脚给你踢飞到天上,,1级评论,5,4,2025-03-25 08:52:32
踩着垃圾上太空,男,看片都没有这么想穿越进屏幕内[笑哭]要我碰见这种就关上门，穿上大衣带上手套头盔好好爱它一顿,,1级评论,6,5,2025-04-04 18:18:36
小安队长,男,好胖好可爱，小白手套呦,,1级评论,5,63,2025-03-23 14:33:06
名源尔心,保密,足球形态,,1级评论,6,2,2025-03-27 12:49:11
金克炫,保密,如果是我会先关门,,1级评论,6,71,2025-03-25 13:13:35
许昊龙老先生,保密,人寿吗，不赖[汤圆][汤圆],金克炫,2级评论,6,26,2025-03-25 13:49:43
伏波M,保密,回复 @许昊龙老先生 :怕打一半给他跑了,金克炫,2级评论,6,6,2025-03-25 14:13:19
戏猫Q,保密,孩子们，我们是有野性的恐怖直立猿，这明明是向我们发起对房子的领地争夺[颂乐人偶_眯眼笑],,1级评论,5,11,2025-03-25 17:17:09
BigPPWE,男,缠蛙&锁刃龙：领地争夺,戏猫Q,2级评论,6,0,2025-04-05 16:07:53
始皇鸦,男,这种打个119啊，他们都有专门的工具,,1级评论,5,5,2025-04-01 19:15:58
ー根金条,保密,这种玩意看着就来气[藏狐]白喂了，好似,,1级评论,5,5,2025-03-31 04:35:50
洗衣机你们赢了,保密,@暴力星锑 跟特么ai似的，很难相信这是真猫,,1级评论,5,6,2025-05-04 00:05:14
暴力星锑,男,尔比,洗衣机你们赢了,2级评论,6,0,2025-05-04 00:27:48
fish_tofu,女,我看着好像是因为在这架子里不好动手，等下窜起来东西不得摔完了,,1级评论,6,4,2025-05-12 13:54:07
名源尔心,保密,关上门，戴上铁手套。一把抓住，顷刻撕成两半,,1级评论,6,2,2025-03-27 12:51:13
魏w的分享,男,他到底是怎么做到这么贱的 他经历了什么,,1级评论,6,81,2025-03-24 20:38:35
帥得想毁容,保密,回复 @我不是xh子 :流浪怎么这么肥,魏w的分享,2级评论,6,3,2025-03-24 22:57:08
我不是xh子,保密,先天流浪圣体，还有什么[吃瓜][吃瓜][吃瓜],魏w的分享,2级评论,5,33,2025-03-24 20:39:40
好想变成火柴人,保密,哈气取消普攻后摇，普攻取消哈气后摇的是不是这个猫,,1级评论,6,7,2025-04-15 08:49:20
GSAN-AMPTEK,男,能被挠成这样也是神人了，不如扫把杆子绑水果刀快速移除,,1级评论,5,3,2025-05-02 15:50:26
bili_13014973263,保密,如是天上圆头虎，真乃人间哈气神[星星眼],,1级评论,3,11,2025-04-19 00:55:44
網路達人,保密,飞舞哈基人,,1级评论,6,5,2025-04-11 16:36:17
172号元素,女,能忍住不关门的都是神人了,,1级评论,5,4,2025-04-03 18:46:38
爱跑步的Portal,男,带个洗碗用的手套也不至于被抓成这样[笑哭]这下纯纯fw哈基人了,,1级评论,5,5,2025-04-04 14:40:44
我没问你_别叫,男,这种我遇到肯定先把门关上，这要是让它跑了几个晚上都睡不着觉,,1级评论,5,9,2025-03-29 01:46:24
野驴三头,男,[兔年吉祥東雪蓮_猫猫可爱],,1级评论,6,3,2025-05-07 22:48:02
撒银猪,男,挟天子以令诸侯,,1级评论,6,5,2025-04-09 15:08:55
生鲜芒果,保密,感觉这哈基人没有棍棒之类的，会被这哈基米单杀[笑哭],,1级评论,6,12,2025-04-19 18:38:24
FtoAdapter,男,这视频给我看哈气了，爱而不得真的痛苦呢,生鲜芒果,2级评论,5,0,2025-05-07 03:02:46
路邊攤賣纸牌,男,满脑子都是爱它的冲动，可惜已经走了[笑哭],,1级评论,6,3,2025-03-26 01:33:16
哦吼吼吼好,保密,谁把我的足球放这里了,,1级评论,5,4,2025-04-28 16:43:42
永恒罒建,男,有弹幕说为啥不爱的，有幸看过原视频，这个拍摄的是个女生，估计也是不敢[笑哭],,1级评论,6,36,2025-04-16 12:30:07
永恒罒建,男,回复 @专门啃低保 :最后被抓了，还打了一千多的狂犬疫苗,永恒罒建,2级评论,6,15,2025-04-16 12:55:59
专门啃低保,女,说真的如果是一只那么凶的流浪猫跑我家我也是怕的 真的怕它突然跑过来抓我[辣眼睛][辣眼睛][辣眼睛],永恒罒建,2级评论,5,5,2025-04-16 12:39:38
超越柱间的马达拉,保密,谁有降压药,,1级评论,5,5,2025-03-25 19:37:16
蜡个美梦,保密,标题圆头饕餮是人啊[笑哭],,1级评论,5,8,2025-03-25 19:37:56
希儿的快乐小房间,保密,拿弹弓子上钢珠干两下子就老实了,,1级评论,4,5,2025-03-25 18:11:51
WeekVik,男,哪来的足球,,1级评论,6,2,2025-03-25 18:15:51
Sandoasis,男,看见你我才知道原来我天生就有爱猫的能力[支离破碎TN酱收藏集_pien],,1级评论,6,7,2025-04-13 12:03:34
激衄爱锁链,保密,经典永流传,,1级评论,2,2,2025-03-25 18:23:00
情坎隽永不如故,保密,@sweet橙dream,,1级评论,6,2,2025-03-25 12:29:40
Cyber-DZ,男,看得高血压,,1级评论,6,3,2025-05-05 18:01:04
Dr_SanMo,保密,可爱,,1级评论,5,2,2025-03-26 19:28:06
L_Serein_Tsuki_I,保密,夜已经深了，静静的消失吧,,1级评论,4,2,2025-03-26 10:58:41
江亦飘零久,保密,爱而不得，寤寐思服，辗转反侧[大哭],,1级评论,4,3,2025-03-25 17:44:24
无情の黄豆,保密,@岚岚岚岚岚111 妈妈宝宝是一只小老虎,,1级评论,6,3,2025-03-26 01:54:43
N1ger_,保密,看的我都要哈气了,,1级评论,5,2,2025-03-26 07:41:32
星秋绘Augustar,男,@茭白吃茭白 圆头猫爹😭😭,,1级评论,6,3,2025-03-25 07:40:22
神秘绅士男--,男,越看越觉得可爱[笑哭],,1级评论,6,3,2025-03-29 15:42:04
飞日记,保密,猫这种低智商生物真的只能让它自己熟悉环境，不然软硬不吃，每次邻居的猫跑进我家来我都是头疼，又打不得，就躲沙发下卡地形放战吼，拿生鱼都引不出来，大半夜的鬼哭狼嚎,,1级评论,5,5,2025-05-02 22:24:50
鸿鸣赤霄,保密,"#include <stdio.h>

int main() {
    int i, count;

    printf(""请输入攻击次数："");
    scanf(""%d"", &count);

    if (count <= 0) {
        printf(""攻击次数必须是正整数！\n"");
        return 1;
    }

    for (i = 1; i <= count; i++) {
        // 检查是否满足“踢足球”的条件，这里假设当i是5的倍数时踢足球
        if (i % 5 == 0) {
            printf(""踢足球\n"");
            break;
        }

        printf(""哈气\n"");

        // 检查是否满足“啊啊啊啊啊啊胖宝宝胖宝宝”的条件，这里假设当i是2的倍数时加强哈气
        if (i % 2 == 0) {
            printf(""啊啊啊啊啊啊胖宝宝胖宝宝\n"");
        }

        if (i % 3 == 0) {
            printf(""挥手\n"");
        }

        if (i == count) {
            printf(""跳跃\n"");
            break;
        }
    }

    return 0;
}",,1级评论,6,1388,2025-03-25 12:37:03
球圣伍家朗,男,c语言大师[阴险],鸿鸣赤霄,2级评论,5,20,2025-03-28 18:04:54
张蛋君,保密,还是c＋＋大蛇,鸿鸣赤霄,2级评论,6,15,2025-03-29 12:20:11
猫鱼233_,男,妈妈宝宝是只小老虎,,1级评论,6,42,2025-03-25 03:29:59
小-小-鹏,男,为什么呢,猫鱼233_,2级评论,6,3,2025-03-25 09:43:15
我的传家宝呢,保密,回复 @小-小-鹏 :因为妈妈是一只母老虎,猫鱼233_,2级评论,5,2,2025-03-25 09:54:37
277158,保密,略猫区永远的白月光,,1级评论,3,3,2025-04-29 08:06:37
口华-口里-口华-口里,男,所以家里备一双橡胶手套是很有必要，带上这个对付这种抢家不走的野猫直接就是一顿无双拳肘,,1级评论,5,6,2025-05-03 18:20:04
bili_28711894285,保密,有一把抓起往地上挥的冲动[妙啊],,1级评论,5,4,2025-05-06 19:28:57
爱喝茶的阿梓喵喵喵,男,发来,,1级评论,6,2,2025-03-27 12:02:36
岁始廿九,男,捏住头逆时针拧一圈就治好了[笑哭][响指],,1级评论,6,3,2025-05-02 08:38:54
加衫,男,少林足球夺命金刚腿😡,,1级评论,6,3,2025-04-30 11:37:18
魂魄不曾来入眠,保密,我家以前进过一只野猫，天天来欺负我家猫，后来我爸做了陷阱，关到蛇皮袋里拿棍子一顿锤丢河里了,,1级评论,5,3,2025-03-29 18:37:22
小王同当,保密,七连哈的强化普攻，这伤害我不多说了,,1级评论,5,3,2025-03-27 19:26:26
阳光开朗杨某克,男,@蓝色空间IAC-578 三体人眼中的罗辑Be Like：,,1级评论,4,4,2025-05-06 02:55:20
蓝色空间IAC-578,保密,真实真实[笑哭][支持],阳光开朗杨某克,2级评论,3,2,2025-05-06 06:24:58
厨榊的必经之路,男,这猫要是进我家开门不走的话，那我就只能掏出长矛给它捅对穿了[doge],,1级评论,5,56,2025-03-23 23:55:54
byd2333,保密,哇还有人寿,厨榊的必经之路,2级评论,5,10,2025-03-24 00:19:23
红美铃铃铃,男,细说长矛,厨榊的必经之路,2级评论,5,0,2025-03-24 13:01:13
苦瓜大聪明,男,家里有养小猫的遇到这种猫就惨了，小猫要是不够大估计成小犭苗了。,,1级评论,6,11,2025-03-25 11:59:35
不吃花椒的能酱,保密,byd越看越可爱了,,1级评论,5,3,2025-05-10 03:43:30
凛泽银子_Hznko,保密,坏猫,,1级评论,6,2,2025-03-25 20:53:47
Max-Tax,保密,我遇到一般都是直接把门窗关死怕它跑了,,1级评论,6,7,2025-03-30 16:55:02
呃呃呃我了,保密,[doge_金箍]就没见过有棘背龙形态最多就是手欠,,1级评论,5,5,2025-04-01 22:51:21
TOMU老师,保密,野猫还敢这么嚣张？如果是别人家的我都敢抓来板死在地上，野猫我直接板融化[笑哭],,1级评论,4,4,2025-03-27 18:20:12
百花庆云,保密,爱而不得啊[大哭]，这么好玩的东西要给我我能玩一天,,1级评论,6,7,2025-04-06 15:20:30
Bulix_OVO,保密,我要遇到这种猫，包揍个半死，然后给它养伤，养好之后继续揍,,1级评论,6,5,2025-04-02 18:18:22
wtb743359,保密,第一次攻击和三段哈之间那一段的表情太搞笑了,,1级评论,3,16,2025-04-02 10:38:46
2251924335,保密,看我空间,wtb743359,2级评论,6,2,2025-04-03 12:30:46
wtb743359,保密,回复 @2251924335 :[支持],wtb743359,2级评论,3,0,2025-04-03 18:20:41
我需要人外本堵我簧嘴,保密,孩子们，我家里面有4只猫，这种我一般都直接上脚了，然后就是掐着脖子疼，快没一抽再松开继续掐[笑哭],,1级评论,4,6,2025-03-25 19:33:10
恋红尘妄为仙,保密,它上辈子救过这视频里人的命吗？,,1级评论,4,3,2025-04-09 18:29:43
晦暗的世界,保密,猫玩年[星星眼],,1级评论,5,6,2025-04-13 03:30:29
晦暗的世界,保密,才发现这个壁表情[星星眼]好像[胆大党_微笑]  [笑哭],晦暗的世界,2级评论,5,0,2025-04-13 03:32:40
汉瓜盖,保密,误触进来还没看，听了一会，以为是蛇[笑哭],,1级评论,5,3,2025-05-10 17:38:35
沉舟__,保密,@账号己驻踃,,1级评论,6,2,2025-03-25 19:38:00
微风不曾为我停留,保密,穿上两件羽绒服，带上两层手套一把抓住脖子开始眼神清澈术[生气],,1级评论,6,30,2025-03-25 00:51:27
聪明冰精,男,羽绒服太贵了，棉袄就行,微风不曾为我停留,2级评论,4,6,2025-03-25 00:53:14
ID五个字儿,保密,旧短袖用胶带粘手臂上，然后先用扫把拉扯一下就行,微风不曾为我停留,2级评论,5,2,2025-04-01 15:14:00
正宗大苕皮,保密,我家猫听了以后变成这样了,,1级评论,5,10,2025-03-31 19:11:27
吃不饱的东,男,脊背龙形态，启动,正宗大苕皮,2级评论,5,0,2025-05-04 13:31:33
奈亚拉托提睦,女,这种我得爱上好几天，慢慢爱,,1级评论,6,3,2025-05-11 23:59:54
大西瓜鸡,保密,@一块冲动的肉,,1级评论,5,2,2025-03-25 15:19:46
豹豹憧憬成为魔法183,保密,@天塌了-先喝罐可乐,,1级评论,5,3,2025-05-05 13:06:44
姜萍--official,男,看得我身体和手都在抖,,1级评论,6,3,2025-03-29 10:50:57
Mujica-丰川祥子,男,我记得这是个动漫，好像叫我独自哈气,,1级评论,5,4,2025-03-26 11:40:48
音乐皇帝,男,每条评论都赞？,,1级评论,5,3,2025-05-10 12:00:54
清洁工12345,男,小红书上已经看到这件事情被岁月史书成了人虐猫🤣🤣🤣,,1级评论,5,3,2025-05-01 21:41:21
恆25925隐,保密,真想一拳头把那个大嘴套打到凹陷,,1级评论,4,4,2025-04-07 12:17:31
未凉尽肆,保密,烧红的铁钳就插过去,,1级评论,6,4,2025-04-03 15:26:51
九吴雨,保密,轻轻把门儿关上～拿上根趁手的棍子哦嘿哟～听猫儿的叫声嗦罗罗罗嘿！,,1级评论,4,3,2025-05-07 23:25:26
lanter_,保密,让爱猫人士花钱救助小猫，他们又不乐意了[偷笑],,1级评论,3,3,2025-03-29 12:24:57
枯木妹逢春,保密,哈！,,1级评论,4,7,2025-04-01 21:48:06
轻雨落山岚,保密,一看就不会玩我直接拿雨伞一个赵云三技能接一技能再接一个二技能打出瞬杀时刻[笑哭],,1级评论,6,7,2025-03-26 06:05:10
LichCancer,男,猫这种脑子，用爱能让它变稍微乖一点吗,,1级评论,6,5,2025-04-19 09:15:35
爱吃汉堡的小W,保密,猫智商低,,1级评论,5,4,2025-04-10 16:20:57
记性不好总忘事,男,@超级凶鸭嘎嘎嘎嘎 @对酒挽歌 @路暗灯昏,,1级评论,6,3,2025-03-25 19:27:01
一般路过焰厨,男,飞舞哈基人,,1级评论,6,4,2025-05-06 11:13:29
konoyellow哒,男,《击掌奇袭》,,1级评论,5,6,2025-04-13 02:42:17
Hzrone,男,哈基城没有活着的传奇[妙啊],,1级评论,5,2,2025-03-25 14:51:15
Vergil_power_,男,急得我都要哈气了,,1级评论,5,3,2025-04-01 07:35:00
阿浪Alone丶,保密,宝相庄严[笑哭],,1级评论,6,4,2025-04-01 12:52:58
吾乃jsop,男,@壮圆橘,,1级评论,5,2,2025-03-25 21:02:06
永远老二贝吉塔,保密,把它送到响尾蛇救助站去,,1级评论,5,4,2025-04-04 07:38:05
粥粥congee到处乱跑,女,woc我一个喜欢猫的都看不下去了，想抡它[笑哭],,1级评论,5,6,2025-05-09 10:11:55
工美牛头人,保密,这种猫是我直接拿厚手套上手哈基米大回旋了[笑哭]强者重不打加时赛[微笑],,1级评论,4,5,2025-03-26 23:21:18
小清风道者1,保密,不拿刀砍它，你也是神人了,,1级评论,5,2,2025-03-27 13:38:45
幻象之书2号,保密,@绯红英灵 @万小物 @秦氏yf @未小月 @汐CN @Epsille,,1级评论,5,4,2025-04-17 11:10:10
心刃无锋5158,保密,ta规则长枪，哈吉米三分台,,1级评论,6,10,2025-04-11 02:05:46
尘埃将定,男,怎么这里也有猎批,心刃无锋5158,2级评论,6,0,2025-04-17 09:40:55
溜达溜达评论区,保密,这种就应该关笼子里然后浇汽油[笑哭],,1级评论,5,7,2025-04-07 16:22:11
uigbjxtdy,保密,已经似了,溜达溜达评论区,2级评论,6,3,2025-04-07 18:09:44
硫酸钡-BaSO4,保密,不要教汽油[大哭]先浇汽油在浇酒精，拿铁签子穿起来[大哭]最后点着就能吃哈基米串了,溜达溜达评论区,2级评论,4,0,2025-05-06 00:03:01
激衄爱锁链,保密,集美搏斗2小时男朋友回来两棍子打跑笑死了,,1级评论,2,2,2025-03-25 18:25:16
账号已注销,保密,永远不存在男友,激衄爱锁链,2级评论,0,0,2025-05-06 19:17:25
L_Sun-Shroom,保密,终究是爱而不得,,1级评论,6,3,2025-03-26 05:08:04
小心-_-,男,顶级运镜,,1级评论,6,2,2025-03-27 16:16:17
武松の虎,男,我bb弹终于有用武之地了[星星眼],,1级评论,5,3,2025-03-26 15:01:51
huhhsxijsbxo,保密,爱死它[响指],,1级评论,3,3,2025-05-03 10:55:41
华铠,男,这猫怎么跟丽丽似的都没有耳朵,,1级评论,6,8,2025-04-11 12:34:50
鱼缸里的大咸鱼,保密,我觉得应该一点点的四肢剪掉 一结一结的,华铠,2级评论,5,0,2025-05-01 22:35:08
深渊之父马努斯,保密,钢卷爱猫、大运爱猫，夸张哦……,华铠,2级评论,6,0,2025-04-12 18:26:52
摩根・勒菲,保密,突然有了愿望,,1级评论,5,2,2025-03-26 19:14:43
我是一个一个的什么啊,男,@月亮与六珐琅,,1级评论,5,2,2025-03-25 19:42:42
SageHool,保密,可恶的足球竟然伪装成小猫,,1级评论,5,5,2025-03-24 20:26:34
Empathic_Synz,男,@Renheigar @SlrNodkihai,,1级评论,5,3,2025-05-11 09:00:14
Renheigar,保密,我看过,Empathic_Synz,2级评论,5,0,2025-05-11 11:03:14
海绵宝宝小伞儿,保密,妈的难怪我去看舟山眼镜蛇乱扑咬的视频总有人说哈基蛇哈气了，原来出自这里啊,,1级评论,5,3,2025-04-03 20:30:14
探险家劫,保密,这运镜太搞笑了，哈哈哈哈,,1级评论,3,3,2025-04-01 23:01:54
Caravaggioe,女,虽然但是，真的好可爱啊,,1级评论,4,12,2025-05-07 09:50:32
空欢喜一场竹篮打水,男,丑萌,Caravaggioe,2级评论,5,5,2025-05-07 11:38:18
郁禁子,保密,可爱吗,Caravaggioe,2级评论,5,1,2025-05-12 11:10:03
超能白不一,保密,@十六夜美鈴 好猫,,1级评论,6,2,2025-03-27 11:06:34
豌豆射手的100阳光,保密,"好笑吗？
我只看到了一个黄色的足球⚽️⚽️⚽️",,1级评论,5,9,2025-03-25 01:09:18
髦耋,保密,哈！,,1级评论,3,3,2025-04-04 08:05:21
Churliny,保密,基本扎根摄影行业了,,1级评论,6,4,2025-04-18 21:32:03
六小冥童,保密,醉哈沙场人莫笑，古来哈气几人回,,1级评论,6,5,2025-03-31 02:49:21
不悔人终,男,这脸唐的没边了，太搞笑了,,1级评论,6,2,2025-03-28 15:42:40
小鬼讨厌上学,保密,怎么说呢，能被野猫伤到还没杀了它已经是神人了,,1级评论,4,4,2025-03-25 08:39:24
纸巾盒纸,男,󠀠󠀠󠀠󠀠,,1级评论,6,3,2025-04-14 01:12:43
wolo-_-,保密,爱而不得,,1级评论,5,5,2025-04-18 01:43:07
ereggeer,保密,你可以搁着屏幕和它对哈,wolo-_-,2级评论,4,0,2025-04-18 01:48:42
亚米妲,保密,猫虐人，爱人tv,,1级评论,6,5,2025-04-19 13:37:11
太长了不看,男,我家的四只猫全是捡来的流浪猫，脾气都挺好的，有次不小心踩到尾巴了都只是叫没有抓人或者哈气,,1级评论,6,3,2025-05-10 10:53:07
霏梦,保密,[笑哭]给我家猫听它已经没任何反应了，我家猫真的老了,,1级评论,6,5,2025-04-10 05:44:00
阿克木木,男,好可爱[星星眼],,1级评论,5,2,2025-03-28 13:06:52
_我的假期呢_,男,今天在dy看到这个架子已经被博主挂到闲鱼上了[笑哭],,1级评论,5,27,2025-03-25 16:07:03
寂烬海,保密,能被伤成这样也是神人了，要我一脚它飞出二十米[吃瓜],,1级评论,5,6,2025-03-25 01:39:40
加油加油加油再加油啊,保密,我很喜欢猫的，但这只我看了我都想虐了[笑哭][笑哭][笑哭],,1级评论,5,4,2025-04-27 13:28:33
ImpactGoingOut,男,原博主家里是没有扫把吗,,1级评论,6,6,2025-04-19 14:04:02
WanderingTrader,保密,原博主是有手有脚的吗？都不会攻击,ImpactGoingOut,2级评论,6,0,2025-04-19 17:19:43
庭叶源,男,我一般先平a，然后再开个e，再然后再来个大,,1级评论,5,3,2025-05-01 20:16:51
沐晴风凌,保密,@蒋子坤 @宫白沐沐,,1级评论,6,2,2025-03-26 15:05:45
朝夕亦义,男,@lentrac,,1级评论,5,2,2025-03-25 12:11:22
一心xy,保密,放我手里必须让你知道什么是顺从,,1级评论,5,4,2025-05-03 09:16:25
六级了突然想改个名,男,怎么能忍住不爱的[星星眼],,1级评论,6,3,2025-05-09 15:17:57
王付勒,男,足球怎么长毛了,,1级评论,6,2,2025-03-25 09:26:33
你的昵称114323,男,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊宝宝你是一个长了毛的足球啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,,1级评论,5,3,2025-04-05 16:31:46
桃花开千万杀,男,官方发布BV1Ko4ZeNE2p,,1级评论,5,3,2025-04-05 09:25:42
雷马根大桥,保密,看了一半多了才说这是外面进来的野猫，我还以为是自家养的呢,,1级评论,5,5,2025-03-25 18:20:51
遐囧爧精,女,好像这位女主人原先是在小区里给一些流浪猫喂食物，其中这只猫就一直和这个女主人合不来，后面女主人好像是被伤到了也是比较生气就没有喂这只猫后面这只猫就天天来这个女主人家偷吃,,1级评论,3,4,2025-05-06 21:14:59
哟疙瘩,保密,澳洲有一种发明，自动杀猫机,,1级评论,6,12,2025-04-20 00:20:22
-_-notfunny,女,强哈普攻[星星眼],,1级评论,5,3,2025-05-03 15:15:37
绝美伪人冰,保密,@Dcrgv @star_rail,,1级评论,5,2,2025-03-27 21:11:19
就非常菜,保密,弹幕刷赵云二技能我真是憋不住笑了,,1级评论,6,4,2025-03-27 20:42:05
左旋糖苷,保密,这猫三分半没喵喵叫过一次，就离谱,,1级评论,4,3,2025-04-30 16:24:04
搞耍时光,男,关到铁笼里泼汽油,,1级评论,5,3,2025-04-05 15:16:06
周菌Cowhide,保密,@在下涵桑 @Luckiiiyyy @李作死 @小风筝z_ 哈气三下一次重击笑死我啦哈哈[笑哭],,1级评论,6,10,2025-03-28 02:15:08
李作死,男,搁这蓄力呢,周菌Cowhide,2级评论,6,2,2025-03-28 07:59:29
Luckiiiyyy,男,搁这儿叠被动呢,周菌Cowhide,2级评论,4,2,2025-03-28 10:34:55
尼采万岁1888,保密,fw,,1级评论,3,2,2025-03-27 19:53:09
肥屋乔鲁诺,保密,豪猫我会给它好吃的[给心心]坏猫我只能自己拆解了🤓,,1级评论,5,3,2025-04-18 00:39:55
亚空间观察家,男,👊🐱🔥,,1级评论,6,10,2025-04-02 08:51:03
2251924335,保密,看我空间,亚空间观察家,2级评论,6,0,2025-04-03 12:30:51
谜之问号男,男,每一帧都是表情包,,1级评论,6,3,2025-04-11 17:35:38
亚洲duwang柯xx,保密,@似个Han瓜,,1级评论,6,2,2025-03-25 12:42:29
微冬与夏,保密,@暖言猫猫,,1级评论,4,2,2025-04-14 15:09:00
一条龙通用语,保密,@暖言猫猫,微冬与夏,2级评论,6,0,2025-04-19 02:10:43
梦觉韵华,女,@Didafantasy,,1级评论,5,2,2025-03-28 19:40:41
我不是修同学,保密,@一点_一点_,,1级评论,4,2,2025-03-25 07:47:01
仿生人真的不会起名字,保密,@hh_xyz,,1级评论,5,2,2025-03-25 09:25:48
xicch,男,@大祥脚这一块 @Leo_sice,,1级评论,5,2,2025-03-25 23:31:31
蕾米斯特Rem,保密,我只能说势均力敌的两个对手[笑哭],,1级评论,6,3,2025-05-04 17:38:03
仙贝豆腐,保密,@共同期许的明天,,1级评论,5,2,2025-03-26 13:16:30
老猫爱兔纸,保密,byd这飞舞哈基人给我看红温了[笑哭],,1级评论,4,3,2025-04-11 20:45:52
石冢庄二中,保密,@石家圧二中,,1级评论,4,2,2025-03-25 11:26:05
小雾姐姐的精锐,保密,真离近了高低得挠一条肉出来[再见],,1级评论,5,6,2025-03-25 10:51:49
水流泠丶丶,保密,飞舞一个[doge]是我早就悄悄关闭门窗，把我的电棍弹弓都拿出来溜溜了,,1级评论,6,2,2025-03-26 22:22:06
USSLongIsland,保密,死了都要爱,,1级评论,6,2,2025-03-27 18:13:04
亚洲小水獭,男,@凍蛙Ferr_ @樱岛麻衣是我哒 哈😡,,1级评论,5,2,2025-03-25 21:01:21
孙笑笑笑笑笑笑川,男,这主视角是真的菜，要我直接给他逼到一个角落拿雨伞开始爱了,,1级评论,4,3,2025-03-25 07:00:59
效茂牢底,男,[妙啊],,1级评论,6,33,2025-04-01 18:37:40
账号已注销,保密,一眼乖猫,效茂牢底,2级评论,0,5,2025-04-02 13:00:08
问天可会老,男,遇到这只猫我要做好随时出脚的准备,效茂牢底,2级评论,6,1,2025-04-05 04:06:40
别忘记世间,保密,或许爱过才不会遗憾吧,,1级评论,5,2,2025-03-25 05:44:31
茨菇mi--,男,@kurachi鱼仙,,1级评论,5,2,2025-03-26 08:08:55
w斯克,男,不敢想象蓄力一棍子敲到头上有多爽,,1级评论,6,2,2025-03-25 06:38:38
吴迪歹徒大玊,保密,👊🙀🙀🙀👊💀,,1级评论,5,2,2025-03-27 07:56:12
茉莉加奶少糖,男,桌子下面情况换我的话，应该是关上大门，用发胶喷雾加打火机合成手持喷火器进行攻击,,1级评论,6,3,2025-04-12 07:41:34
就帝帝皇,保密,突然想到为什么没有熬猫，之前看过熬猴,,1级评论,5,7,2025-04-01 11:05:24
社会闲散人员编号54188,保密,猫的智商不支持熬,就帝帝皇,2级评论,5,2,2025-04-29 23:29:04
韩宇I守护公主的骑士I,男,熬猫熬猴啥意思？,就帝帝皇,2级评论,5,0,2025-05-14 07:49:36
大盐鬼真真,保密,已经有点像老虎豹子了[笑哭],,1级评论,4,3,2025-03-31 13:00:46
嘉碗乃贝饭,女,@十年晚兵,,1级评论,5,2,2025-03-25 14:02:50
逃香,保密,哈气使用强化普攻吗，哈基米你这家伙,,1级评论,5,3,2025-04-30 23:33:33
Twenty-Sev-X,男,这个w的嘴型真的太标志性了,,1级评论,6,2,2025-03-28 17:14:08
网友蕉太狼,男,我的皮球怎么长毛了?,,1级评论,5,2,2025-03-27 22:45:19
桃李配东风,保密,头一回想穿过屏幕亲自上手,,1级评论,6,8,2025-04-19 22:42:20
主任维克托,保密,这种情况我一般停止拍摄，把门关上,,1级评论,4,5,2025-04-19 17:46:11
败犬不需要encore,保密,三连哈接零帧起手在怪猎里少说也是白色大份的级别[笑哭],,1级评论,6,5,2025-04-11 10:39:40
ポン酢しゃぶ肉,男,fw哈基人还能被猫爱了,,1级评论,6,7,2025-04-05 10:53:33
三舌火商,保密,其实我一直觉得国足挺好的[笑哭],,1级评论,5,2,2025-03-25 17:36:39
