用户昵称,性别,评论内容,被回复用户,评论层级,用户当前等级,点赞数量,回复时间
大黄狗将军,保密,打人也要坐牢赔钱！,兔子家的小盆友,2级评论,5,37,2023-12-11 23:45:26
隆江黑不黑,保密,虐猫的不一定发展成杀人犯，但“爱猫”者为了猫一定会犯罪[吃瓜],,1级评论,5,26,2023-05-27 16:35:09
隆江黑不黑,保密,"上面的猫xz给我拉黑了。。。
怎么猫奴就会这一招吗？
不喷人都不会说人话吗？
我不是圣母也反对虐杀。没有你爱猫就被你扣成了二极管虐猫者同伙了是吧？ 
因为一只猫，目无法纪损人利己还觉得很正常么？
连人都没法共情，你说你跟猫共情。。。
嗯，你跟猫是什么亲戚？
爱猫呢，也要有个度，要不效果会适得其反！
如果你觉得杰克lt事件那个撒传单的精神病是对的，那么确实没有共同语言，毕竟人和猫是没法交流的。。",隆江黑不黑,2级评论,5,4,2023-05-30 21:45:25
angle灬战火,男,只能说两方的做法都极端，虐猫可恨，那这些人直接给他动私刑，围起来给他揍一顿就合规吗？他虐猫，爱猫人士虐人。然后曝光人家个人隐私，感觉两方都不怎么样。,,1级评论,6,8,2023-03-02 09:11:32
樱之誓言,保密,但是虐猫现在不违法你说怎么办，不给他隐私曝光他能一直这么干下去,angle灬战火,2级评论,6,7,2023-03-02 09:33:49
Signifier-唐老师,保密,发展到虐待你家人的时候，你就不会这么说了。,angle灬战火,2级评论,6,6,2023-03-02 09:31:40
耶律和禛,男,爽！！！！,,1级评论,5,10,2023-07-28 15:09:35
千杯不醉的阿弥陀佛,保密,谁给得你执法权？爱猫人士膨胀得可以了，开始非法拘禁了。,,1级评论,5,5,2023-07-04 02:11:25
79998699,保密,"别人虐猫，好家伙你虐人。
虐猫的法律管不着（目前暂时）。虐人的赔钱，拘留，坐牢
谁错的更大",,1级评论,5,5,2023-06-24 16:25:48
柠檬茶的柠,男,这些爱动物人士这么对待这个人，是不是需要判刑？,,1级评论,6,5,2023-05-15 07:07:43
s170476,保密,这几个确实是刑事责任，而虐猫的最多行政拘留,柠檬茶的柠,2级评论,5,0,2023-05-15 11:00:39
炸鱼真真君,保密,搞私刑更恶劣。,,1级评论,5,5,2023-05-13 22:01:47
が加勒比Ь海带,保密,谁允许你们用私刑的？他是杀人越货了还是人贩子？,,1级评论,6,5,2023-04-28 17:45:34
cnmlgbeee,保密,回复 @龙火爆灭 :法盲在这里装什么呀？有空读点法,が加勒比Ь海带,2级评论,5,0,2023-05-11 01:59:38
龙火爆灭,保密,就想打你怎么了？你咋那么多屁话，我今天看你不爽就打你，无非就是拍视频坑了自己而已，否则这么多人打你一顿，屁事没有。,が加勒比Ь海带,2级评论,6,0,2023-05-08 23:38:36
凯帆紧固件,男,好多人都在偷换概念，说什么鸡鸭鱼猪牛羊的，别人是吃饭用的，他买来就是单纯的虐待找快感，还直播让人看，不是变态是什么？拜托那些人看完视频再评论，他买来就是搞变态直播的，不是做菜的，真服了某些人的说法，就这么跟你说吧，买了鸡鸭鱼，猪牛羊，回去不是吃而是去拍视频虐待的也是变态行为！,,1级评论,5,5,2023-04-18 23:06:08
梦殇影月,女,"看了，很爽，但是唯独可惜的是这些人私下行动的人会被追究。而且某些人吧，也会故意放大他们对虐猫人的行为，到时候把他们骂他，虐猫者自己打嘴，传成他们一起打他嘴巴之类的。或是更有圣者:猫的命能值人的命？你们这算虐待人。[呲牙]笑话，回头虐猫者猫玩腻了转手就虐待人玩了。
而且，但凡对于虐待动物这种事管的严，能至于爱猫人士憋不住了集体围他？也不想想他做的这些有多触犯众怒。
不说了，看着解气，再看一遍。",,1级评论,6,5,2023-03-12 15:59:05
Jeff-san,保密,虐猫只能说明这个人讨厌猫。,梦殇影月,2级评论,6,0,2023-03-15 07:38:22
野生才不好吃呢,女,非法拘禁,,1级评论,6,5,2023-03-06 19:54:30
语冰难悟,保密,潜在犯罪可能性比犯罪的行为更严重是吧？主打一个三棺,,1级评论,6,5,2023-03-06 14:55:56
芳年华月那个大家不要,保密,震惊！中国所有死刑犯生前都做过这三件事喝水 吃饭 睡觉😪,,1级评论,6,5,2023-03-04 12:16:06
shsbbdbdhhdhdh,保密,你也是心理上有问题，我觉得你可能会虐猫，小心点,芳年华月那个大家不要,2级评论,4,0,2023-05-21 00:00:04
疯狂大姬兽,男,这时候虐猫男也可以得到一笔高额赔偿了，肖像权，名誉权，生命健康权，这些也够赔十几万了，爱猫人士的老公要倒大霉了,,1级评论,6,5,2023-03-04 08:50:31
美伢212,女,我不爱猫，但是如果这逼虐待猫被我看见，我打他个半死,,1级评论,6,5,2023-03-04 03:59:22
说看看死了天,保密,我是人权人士，我要为了我心目中的正义把你欺负一顿。,美伢212,2级评论,4,9,2023-03-04 05:56:57
贝尔贝特_库劳,男,我的天，因为猫就要把人打半死，太可怕了,美伢212,2级评论,6,9,2023-03-04 04:13:00
往事已遥远一年又一年,保密,虐猫的拘留七天都找不到合适的罪名，这群爱猫的一到三年吧。,,1级评论,6,5,2023-03-04 02:29:36
账号已注销,保密,一帮没读过书的，非说虐猫就会虐人，可惜现在是养猫的犯法，非法拘禁加虐待，不过想想全国本科率，也能理解了,,1级评论,0,5,2023-03-03 21:33:50
只能等到S100000了,保密,故意伤害罪，非法拘禁，牛的,,1级评论,6,5,2023-03-03 16:18:53
明年不会比今年差,男,滥用私刑为这样的人渣，你进去了，不值当。而且手段太极端了你可以拉着他在大街上挂横幅，让他丢人，你不能打他呀。。。。,,1级评论,6,5,2023-03-03 11:21:14
明年不会比今年差,男,回复 @买一送一猫 :而且有可能会存在误判的情况，没有经过系统的司法程序审理，假如误判了会怎么样呢？就连如此，严格的司法程序也会受到很多因素，导致错误判决，你几个人就靠人一两段话就判一个人有罪，如果是冤枉的，那怎么办呢？到头还不是你们几个人负责，不是执法者就不要行使执法权,明年不会比今年差,2级评论,6,0,2023-03-03 13:53:25
买一送一猫,保密,对，不能私行。不值当，可以把他行为曝光，既然他敢做就让全世界知道他是什么样人,明年不会比今年差,2级评论,6,0,2023-03-03 13:44:04
你好娅-我是,男,我想问一下校园霸凌要不要被打？为什么霸凌者活着都好好的（受完处分后）。而被霸凌者自杀抑郁自残半辈子的阴影，这个比虐杀猫性质更恶劣吧。,,1级评论,5,5,2023-03-03 00:42:15
Endless丶黑炎,保密,虐待虐杀动物和囚禁殴打人的这两伙人最好大家要远离，因为指不定这两伙人以后会做出更偏激的行为来。,,1级评论,6,5,2023-03-01 22:38:40
Lin丶心子,男,动用私刑真的不值得，应该交给法律,,1级评论,6,5,2023-03-01 22:12:23
挺华为干美国,男,根据我的研究爱猫人士普遍具有黑社会性质,,1级评论,6,5,2023-03-01 22:09:04
我是开水果摊儿的,女,有人帮你发现变态并且冒着犯法的风险去帮你解决这个潜在罪犯，而你坐享其成没什么，但是你一边享受成果，一边嘲笑为你付出的人的行为，那只能说明你没心没肺，白眼狼,,1级评论,6,5,2023-03-01 22:04:04
微笑GZ,保密,"别tm扯了！如果每个人都能私自定别人的罪，那不天下大乱？
每个人对某个行为是否犯罪本就标准不一。你以后在街上对自己养的猫狗正常打骂几句，然后被别人看到，你怎么知道别人不会认为你是虐待动物？它们如果凭自己的认定，对你动用私刑，说你虐待动物，你服不服？
滥用私刑是能支持的？报警就能解决的事，为什么要滥用私刑？",我是开水果摊儿的,2级评论,5,8,2023-03-01 22:21:50
迪斯沃德,男,我觉得你发这种评论也很危险 是潜在罪犯 需要被解决，你觉得可以吗,我是开水果摊儿的,2级评论,6,1,2023-03-06 02:36:14
账号已注销,保密,非法拘捕别人不是犯法？,,1级评论,0,5,2023-03-01 20:56:34
岂可隆冬强,男,上个星期还是偷猫被抓，现在又成了领养虐猫[微笑]网络真是奇妙,,1级评论,6,5,2023-03-01 18:57:19
YINGHAO116,女,偷了猫就不能继续虐待？,岂可隆冬强,2级评论,6,0,2023-03-01 21:56:18
塔尔塔络斯,保密,找个沟埋了吧   这么一搞这厮又有正当理由杀猫了,,1级评论,6,5,2023-03-01 18:32:39
梦恋樱,男,是我我就行驶我的自卫权。,,1级评论,6,5,2023-03-01 18:21:08
怪城游记,保密,回复 @辣条我是你猫爷爷sir :限制人身自由+故意伤害他人+团伙作案，够那三个人喝一壶的了[吃瓜],梦恋樱,2级评论,5,0,2023-06-19 14:00:13
怪城游记,保密,回复 @辣条我是你猫爷爷sir :故意伤害他人，真有你的[吃瓜],梦恋樱,2级评论,5,0,2023-06-19 14:00:07
韵事情,保密,恕我直言，视频上的人都不是什么好东西。,,1级评论,5,5,2023-06-30 14:30:19
账号已注销,保密,正常人觉得野猫烦，只会把它shuaisi，而不会把它的皮扒了，拔它的指甲，在它的肚子里倒硫酸。有些人就事论事,,1级评论,0,5,2023-05-11 11:12:13
无害化处理,保密,杀了就杀了发网上是违法的[热]不知道这些人为什么要发出来找认同,账号已注销,2级评论,6,0,2023-05-14 13:29:33
坤坤与萝萝,男,虐杀猫只是道德上的问题，你也只能站在道德上去谴责他。越过道德门槛，甚至私刑，就是你过了,,1级评论,6,5,2023-03-21 09:34:41
Snail_like,男,回复 @第五人格天晴 :你这种过激的人才更应该让人警惕,坤坤与萝萝,2级评论,6,3,2023-03-21 10:18:58
坤坤与萝萝,男,回复 @第五人格天晴 :无论怎么样都得遵守法律,坤坤与萝萝,2级评论,6,2,2023-03-21 10:10:27
这不是我爸爸吗,男,很多杀人犯就是从虐杀小动物开始的,,1级评论,5,5,2023-03-04 18:08:13
小阿伟罗要打复活赛,保密,这六个犯罪嫌疑人是跳过第一步了吗,这不是我爸爸吗,2级评论,5,14,2023-03-04 19:19:51
紫帝伪爱,保密,很多杀人犯不是得先虐人嘛，然后力气大点不小心弄死人，然后掩盖案发现场抛尸,这不是我爸爸吗,2级评论,6,4,2023-03-06 01:30:52
永久性长眠,男,评论很精彩，把流浪猫和专门给人收养的猫混为一谈的，把害虫和宠物猫狗混为一谈的，把杀专门给人吃的猪鸭鸡和虐杀宠物混为一谈的，把犯法和道德混为一谈的，加些紫菜和葱就能吃了,,1级评论,6,5,2023-03-04 09:52:26
千万少女梦中情人,保密,虐人获得的快感是不是更高,,1级评论,6,5,2023-03-01 23:52:45
灵仙半夏丁香,男,我看别人杀动物都没感觉，但是虐杀我受不了，我只想给个痛快，想象不了那些喜欢虐杀的人的心理,,1级评论,6,5,2023-03-01 19:09:47
Turnfjj,保密,啊啊啊啊啊啊啊啊啊啊？动用私刑才犯法吧！,,1级评论,4,5,2023-12-05 22:10:12
锤哇Hammer,男,@杰克辣条,,1级评论,6,5,2023-04-29 14:36:36
泥泥宝宝的动态真好看,保密,BV1mb411D7AR,,1级评论,6,5,2023-03-05 21:39:45
卡欧斯主教,男,为什么动物受虐待的新闻远远比人受虐待多？因为，这个世界上只有动物保护组织，可没有人类保护组织呀,,1级评论,6,5,2023-03-01 22:00:23
柰泽丷,保密,？虐杀人的案子也有吧，但确实比虐杀动物的少，毕竟虐杀人有法律制裁，对于那些变态来说，只要虐杀动物能够满足他的需求他就暂时不会到虐杀人的那一步。,卡欧斯主教,2级评论,6,3,2023-03-01 23:11:09
卡欧斯主教,男,回复 @团长你要幸福啊团长 :的确，但最好只关心那种珍稀保护动物被虐杀的新闻，主要是那种猫猫狗狗被虐杀的情节太多了，每一天在世界上的各个角落都会发生，管不过来的，强行立法也只会让那些极端动保有机可乘，到最后搞得大多数人类是自然界最低等，什么都不能触犯，,卡欧斯主教,2级评论,6,2,2023-03-01 22:23:16
中个奖啊,保密,哎呀呀，爱猫人士玩绑架扣留威胁及暴力伤人。不判几十年就说不过去了。今天敢玩绑架未来就会危害他人性命,,1级评论,4,6,2023-03-03 14:09:35
Easygirl,保密,看了看评论区真的是暴徒聚集地，私行都能说好[尴尬],,1级评论,6,6,2023-03-02 22:31:18
梅花魔神Knight,女,回复 @评论又被吞了 :🤣👉,Easygirl,2级评论,6,2,2023-03-03 15:11:34
Easygirl,保密,回复 @评论又被吞了 :和恐怖组织相比确实差不多,Easygirl,2级评论,6,2,2023-03-03 07:25:23
怪盗夏目,保密,你这媒体可真有意思，他虐猫发网上违法，这群人动用私刑也是违法，法律对违法者一视同仁，标题只针对虐猫的，仅仅是“被人揪出”，不合适吧？,,1级评论,6,13,2023-03-02 21:59:43
WGSF丶Taiho,保密,"都留案底，全完了呗
吃瓜看戏就是",怪盗夏目,2级评论,6,4,2023-03-02 22:02:48
怪盗夏目,保密,回复 @倾竹雨玲 :不不不，你没必要发这个挖苦我，我只是阐述了四川观察这个号，作为媒体标题缺少客观性的事实而已,怪盗夏目,2级评论,6,0,2023-03-02 22:37:16
炒饼加蛋,男,动私刑有点幽默了,,1级评论,6,45,2024-01-25 21:47:09
fuckUSA,男,有点？故意伤害，非法拘禁，什么都能当伤人的理由了是吧，金桔子就行,炒饼加蛋,2级评论,6,8,2024-01-28 11:45:26
STR1999,保密,"虐猫不违法，非法拘禁，拍视频，公开辱骂违法。在没有证据的情况下，宣泄自己的恶意，应该意识到如果你想有天你被扣个帽子，然后当众侮辱怎么样？
他如果做了违法的事情，让警察处理，不是私刑理由。",,1级评论,6,6,2023-03-03 15:58:01
身价2200w,男,不道德的事应该放在公众层面，让众人对他进行道德上的谴责与惩罚。但是动用私刑多少是有点不妥。,,1级评论,6,7,2023-03-01 22:32:15
心者_留梦,男,看了这视频，很气愤，一定要把那几个私自限制别人人生自由还动手打人的mxz绳之以法。,,1级评论,5,10,2023-12-03 20:48:28
亿只咩咩羊,保密,"虐猫能发展成虐人
爱猫也能发展成虐人
猫氏回旋镖",,1级评论,6,59,2024-01-29 21:24:41
HermingL,保密,今天女子敢打人，明天她就敢打猫！潜在的虐猫犯！人被打无所谓，猫主子受伤儿子我可伤心了[大哭],,1级评论,4,53,2024-01-26 13:25:55
流动大集买,保密,今天你敢反驳，明天你敢毒舌，后天你敢网暴 人至贱,HermingL,2级评论,5,3,2024-02-04 13:15:38
臊鲜队员,男,谁告诉我出台虐待动物法的难度与阻力在哪里？？很难的么？,,1级评论,5,5,2023-04-16 00:50:57
-金剛級三番艦榛名-,保密,我不好评价，有请双方答辩入场[吃瓜],,1级评论,6,7,2023-03-01 23:26:00
孤独异乡者,男,第三者的理中客是吧,-金剛級三番艦榛名-,2级评论,6,5,2023-03-01 23:26:53
大黄狗将军,保密,根本就不用答辩，人权高于动物权。,-金剛級三番艦榛名-,2级评论,5,2,2024-02-01 09:56:58
大黄狗将军,保密,虐猫人可能是因为生活及工作不如意，找个东西发泄，并没有违反法律。但爱猫人为猫虐人，那是真的触犯法律，反人类，反人伦了，公安机关应该把这群暴恐份子作为黑恶势力铲除！,,1级评论,5,38,2024-01-25 11:44:25
快乐牌刀片不快乐,保密,回复 @拙笔圣僧 :虐猫的是变态，为了猫狗去打人伤人，变态不？逼迫人给狗下跪变态不？,大黄狗将军,2级评论,5,19,2024-01-26 22:05:47
大黄狗将军,保密,回复 @网友李顺鑫 :打官司绝对输，因为爱猫人士没有法律基础、伤害人身权了。,大黄狗将军,2级评论,5,13,2024-02-01 09:53:41
念来过倒ID把猪,保密,虐猫的反正连警告都不会有， 非法拘禁的铁吃牢饭了。  凡事要理智。,,1级评论,6,4,2023-12-15 16:54:18
该回家骨灰盒,保密,你给我看猫孝子虐人是吧？你怎么这么变态？,,1级评论,6,19,2023-12-13 13:36:48
bili_602123091,保密,虐人更恶心[脱单doge]。,该回家骨灰盒,2级评论,6,0,2023-12-16 04:57:22
恋舞fo,男,严惩打人者,,1级评论,5,4,2023-12-01 23:53:14
被屎封印的懒羊羊,男,你把猫杀了后炖了吃肉我都不会说你什么，但是虐杀是真的人神共愤，真希望你下了地狱也能像猫那么硬气,,1级评论,5,4,2023-08-05 00:07:17
躺着ly,男,可恶变态无耻的虐猫人，不像我就喜欢虐鼠，网友见到了还会夸俺捏[偷笑],,1级评论,5,4,2023-07-31 21:22:16
黑夜S酱,保密,都不可虐，唯独鼠蚊一类例外，即使我觉得鼠还蛮可爱的,躺着ly,2级评论,6,0,2023-08-15 19:53:42
临危不乱崔代行,保密,这不妥妥涉黑涉恶？[東雪蓮_流汗][東雪蓮_流汗],,1级评论,5,4,2023-07-27 12:58:52
白嫖党死远点,保密,其实虐猫杀猫都不犯法 但是他发视频就属于引发公愤,,1级评论,5,4,2023-06-11 17:33:36
免费名称一个,男,发视频算是传播血腥暴力内容了，我记得好像也违法了,白嫖党死远点,2级评论,4,0,2023-06-12 07:44:58
_照君临_,保密,虐猫是出生，但是去打人的也好不到哪去,,1级评论,5,4,2023-06-04 13:10:35
免费名称一个,男,对人动手就是畜生中的畜生了,_照君临_,2级评论,4,0,2023-06-04 15:29:48
霍金-布莱恩特,保密,好的，那么是谁犯罪了呢😋,,1级评论,5,4,2023-06-04 00:29:20
双黄蛋get,女,希望杰克辣条那一群都被打,,1级评论,6,4,2023-06-01 01:13:46
神兽大宝贝,保密,"1:据传辣条去美国，晒图文件是4月30号 是个律所的 据懂行的 这个律所擅长打这类官司 但这个时间 辣条还被关着
2:就算申请被提交 能不能批是一回事 排期什么时候批又是一回事
3:辣条不是一个人 是有组织的 组织很完整 包括Kol 一些高精尖的人 负责很多环节的人  一般潜伏在各个国内外群里 小组里 
4:团伙成员在一个俄罗斯宠群用中文发布虐杀后的图片 
5:前脚被抓 后脚就在外网发布虐杀视频 被立刻被传播 注意传播速度
6:辣条目前在YouTube发布动态了 目前发布内容还是食物 据懂行的说 举报视频没用 要找YouTube客服说明情况 需要很多人 才能封号
7:被抓后国内立刻有一个网站 全部发布虐杀内容 这不是一个辣条能完成的
8:因为团伙组织相对完善 有人猜测可能以上外网发酵事件可能是为了抹黑中国 可能会以此寻求政治庇护（希望他到美国能体会到美式狙击）咱不懂政治 但抹黑中国没跑的
9:辣条成员暗网要买凶要杀美国那个大博主 出价目前令人发指的低
10:一些人直接不装了 叫嚣虐给你看 因为你没招 有属地是河南的（麻辣个笔）位置在安阳 发出地址 猫咪照片 挑衅 如果上门 你们懂得 他们的伎俩 
11:卧底发出的聊天截图除了辣条要享用女儿 听婴孩叫等等 还有就是要毁灭养猫的未成年人 这个念头比杀人群更恐怖更变态
12:广东河源虐杀组织在520用集体上山虐杀野的来庆祝（跟辣条有联系，也有说他逃到此地）卧底晒图带有国家管制的枪械等
13:三年前 这些组织团伙开始渗透知乎 甚至发出了 虐猫不正确吗 这样的类似话题（意识形态弱化）
他们是有组织 有分工 内部有舆情应对的 在反虐话题下话术大多也有人见过 用有严格执行屠宰标准的食用养殖动物 用耗子 苍蝇 小鸡 用流浪 野生问题 用立法是在宣传虐待等等诸如此类的话 主打混淆歪曲引战",,1级评论,5,4,2023-05-23 06:16:29
神兽大宝贝,保密,"据传 境外势力帮助下 辣条已到美国布鲁克林 
1:动物救助捐款注意甄别（个人形式的救助自己做好功课）
2:反华 境外势力巴不得中国没有相关法律 才好攻击",神兽大宝贝,2级评论,5,0,2023-05-25 13:26:12
逗芽包子,男,不是大哥们私自绑架虐待人啊，他虐待猫是人渣，问题是私自绑架虐待人你们还鼓掌的真是魔幻,,1级评论,5,4,2023-05-22 09:39:29
shsbbdbdhhdhdh,保密,如果是吃的话就痛快弄死，说怎么不保护鸡鸭呢，谁没事会虐鸡鸭，鸡鸭卖点钱不香吗，我到现在还没加过谁虐死鸡鸭然后不吃，往猫肚里灌硫酸你给我吃一个试试,,1级评论,4,4,2023-05-21 00:03:14
shsbbdbdhhdhdh,保密,回复 @MU曌 :我觉得你以后会虐猫，你小心点,shsbbdbdhhdhdh,2级评论,4,3,2023-05-21 16:06:26
MU曌,保密,回复 @雄兵连系列早晚倒闭 :很明显您对法律没有概念啊😂,shsbbdbdhhdhdh,2级评论,5,1,2023-05-21 18:44:55
账号已注销,保密,对生命没有点尊重，你可以杀死它吃了它，但是你不能折磨它。,,1级评论,0,4,2023-04-15 15:16:30
时之虫_,男,他虐杀猫好像不犯法吧 你们打人他报警 才会被抓吧 当然前提是他不去作死,,1级评论,6,4,2023-04-05 21:22:26
账号已注销,保密,回复 @龙火爆灭 : 对的，希望有更多的人学习那六位英雄[打call][打call],时之虫_,2级评论,0,0,2023-05-10 03:47:02
龙火爆灭,保密,你是不是忽略了虐猫者被曝光，会遭受网爆的事情？只要虐猫者余生不痛快了，打人的关上一段时间心里都是甜的。,时之虫_,2级评论,6,0,2023-05-08 23:53:21
水木无波,男,这些爱猫人士不是快进到对人犯罪么，都直接跳过虐待动物这一步了。,,1级评论,6,4,2023-03-22 11:05:45
餘生永遠悲傷,男,猫咪的生命高于人类，必须判罪打猫咪的罪犯，早日立法，敢动猫咪一根毛，就必须判处死刑！[生气],,1级评论,5,4,2023-03-20 10:51:03
迷失的黑旋风,男,如果是流浪猫的话，好傻！[点赞],,1级评论,5,4,2023-03-05 20:12:59
MACO_L,男,支持制裁心理变态,,1级评论,5,4,2023-03-04 15:09:45
狸洛洛0418,女,人可以吃肉，毕竟世界上不只有人类一种食肉动物，但虐杀真的得管，只要他敢噶猫那么他就敢噶人,,1级评论,4,4,2023-03-04 11:38:20
耗袋儿油,保密,"希望严惩六名犯罪嫌疑人，
六人的行为是有组织有预谋的，并不是激情犯罪，严重危害公共安全；六人还对其犯罪行为进行拍摄传播，造成恶劣影响。六人的犯罪行为会起到不好的示范效应，今天可以为了猫，明天就会有人用老鼠蟑螂蝗虫蚊子来当借口进行其他犯罪活动。",狸洛洛0418,2级评论,6,1,2023-03-06 08:28:58
你就是我的死因,保密,"虐猫的人都有人洗，还有人觉得虐猫很正常，你也虐待过动物吧，我建议你快去看看心理医生。
那么多动物为何虐猫的最多呢，因为猫的叫声和大眼睛和婴儿很像。当虐猫满足不了他们，下一步就是杀人了。
还有人扯到流浪猫，虐猫人还成功臣了？去tmd明明两码事，要消灭流浪猫也应该安乐死。就算你灭鼠灭蟑螂也不应该虐待。",,1级评论,6,5,2023-03-04 09:26:47
贝尔贝特_库劳,男,虐猫不对，但是我更厌恶看别人不爽就非法拘谨殴打他人的人，别人只是虐待动物，他们已经构成故意伤害罪了，下一步是不是就要黑社会收保护费打砸抢杀了,你就是我的死因,2级评论,6,5,2023-03-04 11:23:49
知世郎王薄,男,爱猫人士经典莫须有,你就是我的死因,2级评论,5,4,2023-03-04 09:45:04
乙女之殇,保密,领养平台上的猫 估计人家花费了大量金钱和心血来照顾，然后准备给它找个好人家。擦着法律道德边缘过来砸场子恶心人…这能不挨打吗？,,1级评论,6,4,2023-03-04 06:37:37
手撕猪头肉,保密,现在人真是吃饱了闲着，交给警察就好了,,1级评论,5,4,2023-03-04 00:20:08
陈玉栀,保密,别提什么可爱才保护动物，虐杀就是你本身变态，给自己找什么借口呢,,1级评论,5,4,2023-03-02 18:57:17
一只小黄毛,男,"看看这个，同样的视频片段，不同的配文，大家骂了再走。
【苏州动保协会拘禁猫贩还逼其自扇耳光？官方：在查视频的真实来源-哔哩哔哩】 https://b23.tv/TiK2r87",,1级评论,5,4,2023-03-02 18:54:06
拉德饱饱德,女,虐杀就很变态了[微笑]潜在的杀人犯,,1级评论,6,4,2023-03-02 18:53:04
小旎今天嫁给我,保密,"一个虐猫，一个为了猫虐人……
不好说，都不太算人
当然虐人更可恶",,1级评论,6,4,2023-03-02 13:31:37
泉下之物,男,他虐猫你就报警啊告他啊，你找人打他，就显得有理了？最后不就触犯法律，想不通,,1级评论,5,4,2023-03-02 12:11:35
小橘子大魔王丶,女,说实话 事实就是他没违法  但是围堵他的违法了 非法拘禁和殴打 这种事只能曝光让他周围的人知道 还是不能打啊,,1级评论,6,4,2023-03-02 11:31:15
小橘子大魔王丶,女,回复 @嫡老师 :事实就是 传播开就不知道源头是谁了,小橘子大魔王丶,2级评论,6,0,2023-03-03 09:03:42
米塔猫,女,虐猫不违法，但是他发视频了,小橘子大魔王丶,2级评论,5,0,2023-03-02 11:45:55
燃烧主宰萨格拉斯,保密,"宰杀和虐杀是两码事，一刀下去死和慢慢的让你痛苦的死，你觉得是一码事吗？宰杀，只是为了肉食、药用、皮革、安乐死等刚需。
你虐杀，动物会更痛苦，还会把人变成恶魔！对人类社会也不好！",,1级评论,6,4,2023-03-02 01:03:34
845842929,保密,支持所谓的乱用私刑！必须给猖狂的虐猫者一个教训。今天它是虐猫狂魔，以后很可能会狂到虐人的地步。这种恶的种子必须扼杀在摇篮里,,1级评论,6,4,2023-03-02 00:50:44
不科学的司机,保密,太虐人了,845842929,2级评论,6,1,2023-03-04 00:02:00
十四蜘蛛,保密,太扼杀了,845842929,2级评论,3,1,2023-03-02 02:17:50
杏仁牛肉鱼饼,男,网友面基打情骂俏，算犯罪行为吗？[tv_流泪],,1级评论,5,4,2023-03-02 00:34:13
洛樱诶,保密,虐杀和以领养名义骗取他人宠物杀害，并以此产生经济效益，这是犯罪,,1级评论,6,4,2023-03-01 23:28:38
Protocol7,保密,动私刑？,,1级评论,6,4,2023-03-01 22:22:17
覅吠,男,恶人自有恶人磨，这里面除了猫是无辜的，没有所谓好人,,1级评论,6,4,2023-03-01 21:37:59
G-Shot,保密,虽然违法了，但真的爽啊啊啊啊,,1级评论,6,4,2023-03-01 21:31:48
一枪一马平天下,保密,都一样，但是你们永远要知道人权是大于任何一切。  这个坐牢和大额度赔偿是少不了的  这已经是涉黑了 准备大额赔偿，私下解决，要不就涉黑自己看吧，确实很爽，但是你想想为了几只猫真的值吗？,,1级评论,5,4,2023-03-01 18:44:09
dhdhshdjdj,保密,爱猫人士开始虐人了，到底谁是变态啊,,1级评论,6,9,2023-03-01 18:36:20
力量,男,杀猫和虐猫两个概念吧？[热词系列_我故意的],,1级评论,6,4,2023-03-01 18:25:28
肌肉脆脆鲨,男,你这方式不太对，虽然虐待动物心里比较变态,,1级评论,6,4,2023-03-01 18:16:22
Stewiewart_,保密,笑点解析：非法限制人身自由,,1级评论,5,58,2024-01-30 14:31:12
怜怜ouo,男,已经做了，你又能怎么办呢[星星眼],Stewiewart_,2级评论,4,0,2024-02-03 04:39:43
心在流浪631,男,哎 对烈士居然这样,,1级评论,6,4,2024-01-11 23:59:56
待世界重启之日,保密,"台湾彭某虐猫，被人打断手脚，打人者警局自首，被谅解不追责。
有些时候，欺软怕硬的人不应该惯着",,1级评论,6,4,2023-06-12 18:30:23
我莫得作业,保密,虐猫的不违法 但是人可能违法了[tv_doge],,1级评论,6,4,2023-05-27 00:31:20
无檀,保密,回复 @免费名称一个 :又见到你辣，真别太恨猫，中肯的说在正常人类眼里任何可爱的小动物都比变态的同胞有价值，毕竟小动物不会给人类社会带来犯罪和血腥🥱,我莫得作业,2级评论,6,4,2023-05-30 21:26:26
免费名称一个,男,猫奴眼里，猫可是比人更珍贵的哦[脱单doge],我莫得作业,2级评论,4,3,2023-05-27 14:09:28
眉叶清,保密,为什么要谴责禁止虐待动物？这种人不就欺负弱小，不见虐狗，就虐猫，不就因为狗可以咬他，可能打不过。猫比较小，比较弱。虐多猫了，脑子邪恶到充满杀意，下一步不就是人了吗？婴儿，小孩子，女性，没有法律制止这种虐待行为，以后这种人迟早对人下手，你怎么敢确定下一个不是自己，不是自己的孩子，不是自己的宠物？,,1级评论,6,4,2023-05-09 03:07:50
楠翕cc,女,因为有人怕禁止，它虐不到了，和变态共情啊。看他们偷换概念真是恶心死了。你楼上就是。那些人在群里说了猫惨叫和女人小孩相似，不敢动人只能动猫，这种心理很明显就是变态，不动人是因为怕被抓，不是真的不会动,眉叶清,2级评论,6,3,2023-05-10 09:18:37
广场舞首席舞者,女,虐杀动物的人我真的怀疑他会同样想并去虐杀老弱病残,,1级评论,6,4,2023-04-30 16:30:26
L-航班522-R,女,虐猫或许不违法，但容易让我违法,,1级评论,5,4,2023-04-18 21:41:14
__仰望星空__,保密,他们算什么动保人士，真正的动保人士都在和偷猎者对决,L-航班522-R,2级评论,6,0,2023-05-05 02:58:51
粉红毛毛鹿,女,违法，绝对违法，必须报警,,1级评论,5,4,2023-04-15 23:38:28
