用户昵称,性别,评论内容,被回复用户,评论层级,用户当前等级,点赞数量,回复时间
TS繁,保密,可以杀，但不能虐杀，也不要无缘无故乱杀。人拥有最丰富的情感，甚至可以感受到其他动物的情感。而为了让其他动物痛苦而进行的虐待甚至虐杀，最终不过是满足了自己施暴、体会让别人痛苦的低俗的快感。这对人的心灵无疑是一种毒害。也强烈建议官方不要把虐杀的完整视频直接这样放上来，这种视频也同样有毒害作用，尤其是对某些看新闻的未成年来说。强烈建议打厚码。,,1级评论,6,4,2021-11-12 11:04:47
番茄抄圣女果,男,怎么定义虐杀呢？,TS繁,2级评论,6,0,2024-05-25 18:27:21
唯一指定亚军,男,接触了很多挣扎讨生活的底层人后，对这种心理多少有点病的已经见惯不惯了。乐观的人很多，但也有不少人真的是生活压抑到心理畸形了,,1级评论,6,4,2021-10-26 20:18:49
小兴的日记本,男,动物保护法还没有出来吗？没有法律这种行为我们还是不能拿他怎么样,,1级评论,5,4,2021-11-22 00:06:19
REINVIGORATE,男,前几天征求意见 已经要搞了,小兴的日记本,2级评论,6,0,2021-11-22 05:34:12
REINVIGORATE,男,回复 @没有名字的皮皮虾 :确实 虐杀性质不同,小兴的日记本,2级评论,6,0,2022-02-07 16:06:15
和幽魂一比更是圣母,保密,跟大家说一个事实，就在最近，我每天晚上都听到有猫咪在我家附近叫，搞得人每天都睡不着，已经持续五六天了，现在整个人一听到猫叫声就心情烦闷，看了视频之后。我尝试带入一下男子，发现居然有一种“大快人心”的感觉，我是不是已经有暴力倾向了？,,1级评论,5,4,2021-10-27 02:21:57
江湖俗称混子,保密,你只是想但不会去做，我偶尔也会想揍邻居天天乱按我家门铃的熊孩子，但理智控制我不会这么干。这个人的可怕之处就在于他的理智已经管不住手了。,和幽魂一比更是圣母,2级评论,6,7,2021-10-27 05:08:11
屎人罢了,保密,这不一样，你代入一下那个外卖的，你抚摸一只可爱的小猫，它友好的蹭蹭你，你会感到烦闷吗,和幽魂一比更是圣母,2级评论,6,4,2021-10-27 02:57:26
紫汐仙,保密,这个猫这么可爱，这么信任他，他怎么忍心的[大哭],,1级评论,2,14,2021-10-26 18:12:49
海蓝Sol,保密,著名的动物学家、黑猩猩保护者珍妮·古道尔曾经说过，保护动物的最大目的，未必在于动物有多珍稀，而是为了克服人类最卑劣且无意义的弱点——残忍,,1级评论,5,59,2021-10-27 08:11:34
白纸染,男,喜欢玩这些没事，如果是去找同体型的猫科我没半点意见[藏狐],,1级评论,6,3,2021-11-17 02:15:21
水獭入眠的手一般,女,没有人给他欺压了就开始残害小动物，这种人有孩子也是天天打骂侮辱孩子的人，然后把这种扭曲的心理一代代传下去,,1级评论,6,3,2021-11-14 01:51:09
锐刻五理塘代理人,男,确实有点变态了，不过也没必要上纲上线,,1级评论,5,3,2021-11-12 09:01:16
邪恶D银渐层,男,欺软怕硬,,1级评论,6,3,2021-11-10 13:44:18
达瓦里烯,男,哪里欺软，哪里怕硬，不就是一只猫么，好听点叫宠物，难听点是畜生。,邪恶D银渐层,2级评论,6,2,2021-11-10 18:03:23
LHAOZI,男,回复 @d东叔qwe :是这么说没错，但看着这么多人反应都比其他杀人的新闻里还强烈就太离谱了,邪恶D银渐层,2级评论,6,1,2021-11-11 15:03:11
刘屋巷拉瓦锡,保密,所说人也吃肉，但随文明进步，人的素质提高也是应当的，食用的动物杀生方法都尽可能仁道，虽说他这种行为无法有什么处罚，但在道德上应当鄙视,,1级评论,5,3,2021-11-10 12:44:32
脸像一个大茄子,男,回复 @达瓦里烯 :屠宰场宰杀不会让动物死前感受太大太长时间的痛苦，因为这样会使动物死前分泌大量影响肉质口感的化学物质，高效快速才是宰杀的正确方式,刘屋巷拉瓦锡,2级评论,6,2,2021-11-10 21:32:19
达瓦里烯,男,现在杀猪都是工厂杀猪，把猪驱赶到工厂里冷酷无情的杀掉。,刘屋巷拉瓦锡,2级评论,6,0,2021-11-10 15:47:39
18178924481,保密,如果他之前没有真的对野猫好的话，野猫是不会轻易接近他的，也就是说他只有这一次是对这只猫动了杀心的，结合他的身份，能让他动如此杀心，一定是在工作中遇到了让人喘不过气来的压力，而法律又不允许他将压力发泄到人身上，于是就出现了这种场面,,1级评论,2,3,2021-11-07 22:11:22
小菻林,男,"二级号 零动态 只有两个关注 别洗了行不行 
这种人和你这样为他洗白的人就一个词 恶心！",18178924481,2级评论,6,0,2021-11-09 01:19:19
神之手-斯兰,保密,虽然不想承认，其实有时候我也会产生相似的想法，但是马上就消失了，唉，想起了小时候追着小鸡玩，之后鸡就不动了,18178924481,2级评论,6,0,2021-11-08 13:20:36
可牛二,保密,TM的我的猫猫抛弃我走了我都快伤心死了应该就是让这种人弄死了气死人啊,,1级评论,5,3,2021-11-04 22:29:26
鼠灰色细条纹麻质和服,保密,这外卖员是s诶了家人吗，卧c，我吐了，我好生气,,1级评论,6,3,2021-11-04 11:54:15
桥本环奈nana,女,什么时候颁布反虐待动物法!大家顶我上去!虐待动物就非常大概率虐待人杀人![大哭][大哭],,1级评论,5,3,2021-11-01 22:14:24
Allium_雯默,女,现在不是正在立法征求意见了吗，在支付宝哪个途径里来着不记得了,桥本环奈nana,2级评论,6,1,2021-11-04 22:58:16
桥本环奈nana,女,回复 @豆豆眼不是我的劫 :好的!谢谢你!已经留言了!,桥本环奈nana,2级评论,5,0,2021-11-06 20:18:26
星娱文星哥,男,学亚瑟踹踹垃圾桶不好嘛，把自己无能的愤怒释加在一个小猫身上好吗？,,1级评论,4,3,2021-10-31 20:50:49
无极哟cc,男,很多人都关注虐待动物这件事，却没人思考为什么有的人会这样做，人不可能一出生就是恶魔,,1级评论,5,3,2021-10-30 11:35:01
霜霊,保密,恶魔也不是完全由外界因素影响而成的，外界因素有很大影响但不起决定性作用，能成恶魔也有它自身的原因,无极哟cc,2级评论,5,2,2021-10-30 13:41:58
长阑,女,可能确实经历过什么不好的事，但是这不是它把怒气宣泄在无辜的猫身上的理由，更何况有那么一种人天生反社会人格,无极哟cc,2级评论,6,2,2021-10-30 13:20:47
你有看到我的草莓咩,保密,气死我了 边气边哭 那只猫猫还是被附近的人养大的 超级乖的一只喵[哭泣][哭泣] 还很信任人类 这个人渣走过来的时候还对它放松地摇尾巴……结果,,1级评论,6,3,2021-10-30 01:01:27
乱装天傀,男,我也难受！一般虐待动物的都是男性！唉,你有看到我的草莓咩,2级评论,5,2,2021-10-30 03:04:05
lll_33311133,保密,回复 @乱装天傀 :真的吗，我不信[呲牙],你有看到我的草莓咩,2级评论,5,1,2021-10-30 12:32:51
N1ght_777,男,这么小的猫猫翘着尾巴主动过来表示亲近都是奇迹了吧，这，我。。真无语了,,1级评论,5,3,2021-10-29 15:38:43
能不能别这么离谱嗷,男,离谱，哪天收个差评性情不好，笑嘻嘻的站你门口打招呼[囧],,1级评论,6,3,2021-10-29 11:49:04
应心如野火,男,这么控制不了脾气吗？刚好我也不太喜欢控制，要不咱俩拿刀对砍试一下？[阴险],,1级评论,5,3,2021-10-29 03:35:18
秋爻,保密,"我笑了，只会欺负弱者.
真强大就去干欺负你的人",,1级评论,5,3,2021-10-28 18:37:39
体会痛,保密,一刀馕死你个byd 就会欺负动物了,,1级评论,6,3,2021-10-28 14:36:02
看b站的小扈,男,成年了有自制力了还虐待动物就是心理变态，我就这么说了，有种来人喷我[吃瓜],,1级评论,6,3,2021-10-28 13:59:41
蓝莓酸奶派,女,希望人出事！！！我好心疼小猫[哭泣]   希望它在喵星过得幸福安稳，不再会遇见这种人面兽心的恶魔[保佑]    我不会奢望他收到什么法律的惩罚，我希望他的身边的家人，朋友都知道他做了这么一件事，是这样一个人面兽心的畜生[生气],,1级评论,6,3,2021-10-28 07:33:10
艾诺斯Official,男,猫猫做错了什么！它这么信任你！歹毒,,1级评论,6,3,2021-10-28 06:44:27
花猫Ray,男,这人就是个无f无m之人，有一天他的fumu也会被他这样,艾诺斯Official,2级评论,5,0,2021-10-28 09:41:32
易烦vvvv,男,怪不得有些猫特别怕人，有些人真是太阴暗了,,1级评论,5,3,2021-10-27 22:08:38
小迫傑,保密,猫永远是猫 人不一定是人,易烦vvvv,2级评论,6,0,2021-10-27 23:02:53
BigX_e_Alec,保密,这种人真的很恐怖，别看他是对动物施暴，他只是练手的，胆子练肥了，他就敢对人和社会施暴。希望这样的男子不要有伴侣，不然伴侣也会很惨。,,1级评论,5,3,2021-10-27 12:48:14
骐骥之乐,保密,要是是因为这只猫咬了或抓伤了他 他恼凶成怒做出这样的事可能还有一点点可以同情的地方，但是看起来像是他在冷静的头脑下做出这样的事  这个视频看得我除了生气  更多的是恐惧 这种人留在社会上就是一个祸患 这次是猫 下一次就不知道是什么 落单的小孩？我不敢想,,1级评论,6,3,2021-10-27 11:55:40
看我啥时候能瘦下去,女,一看就是很亲人的猫咪，先表现出友好，在猫咪放松警惕之际狠辣出手，太可怕了，心疼猫咪,骐骥之乐,2级评论,5,0,2021-10-27 12:45:48
心香Jumi,女,人性尽丧，社会败类,,1级评论,6,3,2021-10-27 08:55:24
补全_choy,保密,"这踩的那两脚我实在看不下去。
可以理解有的人不喜欢猫甚至讨厌猫，他们有的可能是嫌猫身上脏有细菌什么的，又或者有的猫搞破坏或者妨碍到什么了你把它驱赶什么的我觉得都能理解。
但你这种不带其他目的，纯粹以折磨发泄为乐是什么东西啊，呕[吐]",,1级评论,6,3,2021-10-27 08:20:24
-梦幻星辰,女,虐猫行为本身不犯法，但是被别人看到就不一定了---马逆说的,,1级评论,6,3,2021-10-27 04:37:19
不黑无白,保密,想到《看得见的女孩》里也有这种人，投胎当人真是便宜他们了[保佑],,1级评论,6,3,2021-10-27 02:38:30
ssdh,男,这种是变态，现在对猫下死手，之后就是对人，,,1级评论,6,3,2021-10-27 02:28:19
榴莲少女AA,女,动保法什么时候能出台啊 这种变态送的外卖敢吃吗 往里面吐口口水都是轻的,,1级评论,6,3,2021-10-27 00:26:27
喵不咬人,男,作为一个怀化人，我只能表示，这么亲人的猫，当场我就要拐走当宝养，你居然还给摔死了，呜呜呜[难过],,1级评论,6,3,2021-10-26 23:39:34
账号已注销,保密,回复 @B站挨打王 :好家伙你还转发了,喵不咬人,2级评论,0,0,2021-10-27 06:30:44
B站挨打王,保密,抱歉抱歉,喵不咬人,2级评论,5,0,2021-10-27 00:24:52
鸾风-Mint,保密,正常人谁受气去虐猫阿，明显变态一个好吧,,1级评论,5,3,2021-10-26 22:52:42
万事屋小河,男,这样有暴力倾向的人，就应该记录在案，定期心理疏导，要不然就是社会不稳定因素。没准下次受到伤害的就是幼儿园的孩子！,,1级评论,6,3,2021-10-26 22:44:46
脸红因为风太烫z,保密,求求了，快点出台保护动物相关的法律吧，不要再让这些可怜的生命惨受这种人渣的对待了[难过][难过][难过],,1级评论,5,3,2021-10-26 22:23:39
普通的橘子-,男,法 律是保护人的，不是保护动物的，只可能道德约束,脸红因为风太烫z,2级评论,6,1,2021-10-31 12:02:23
满一个月工资,保密,那如果是老鼠，你会怎么想呢？,脸红因为风太烫z,2级评论,5,0,2024-02-21 16:34:13
熊猫骑摩托车,男,放在60年代又是一顿好吃的[笑哭][笑哭][笑哭][笑哭],,1级评论,6,3,2021-10-26 22:09:46
熊猫骑摩托车,男,回复 @路过的铠魔 :没错,熊猫骑摩托车,2级评论,6,0,2021-11-13 10:12:09
右十坴,男,毕竟那个时代闹饥荒，有的吃就不错了,熊猫骑摩托车,2级评论,6,0,2021-11-12 23:02:32
碳基絕緣柒號機,保密,"[难过]人类站在食物链顶端，就可以随意践踏生命，不尊重他们。
这种人就算不录用，也会是潜在危害。",,1级评论,6,3,2021-10-26 21:23:56
君bu语,男,"这不是拿小猫撒气或者被抓后的反应，明显是有意投食降低小猫警惕心，然后才突然施暴的
这人绝对不是第一次了！！！！！",,1级评论,6,3,2021-10-26 20:56:20
LuckTiger2015,保密,多嘴说一句 视频中的外卖员心里扭曲 非常可恶 但是弃养宠物的主人同样有罪,,1级评论,5,3,2021-10-26 20:27:23
ltyj2003,保密,传播变态视频的人是否应该受到惩罚呢。,,1级评论,6,3,2021-10-26 20:10:49
爱与逻辑组成的一团,保密,？这是反变态视频啊，你在想啥？,ltyj2003,2级评论,5,0,2021-10-28 18:23:23
ElzavBennm,男,为啥要这样做？这是个问题。没有原因的结果 ，这人这种行为让人又怀疑又恶心。,,1级评论,5,3,2021-10-26 20:02:41
德州剣客陈平,男,可怕[辣眼睛] 这混蛋  希望他受到和这猫同样的遭遇,,1级评论,6,3,2021-10-26 19:42:56
xxxx_xxx_intel,男,可怜，生错地方了，不该来城市，下辈子找村里吧，来城市只能优胜劣汰,,1级评论,6,3,2021-10-26 19:42:44
远距离的欣赏丶丶,保密,这种人哪里都不应该录用,,1级评论,5,3,2021-10-26 19:41:32
云轻轻的踩着雾,保密,这种人建议直接抓起来，否则有一点心里失衡下次死的就不是猫而是一个可能无辜的路人了。  这种心里变态最起码也要配个电子脚环时刻监控着,,1级评论,5,3,2021-10-26 19:34:09
bb_ak,男,怪不得我这附近村子的小猫咪根本不敢靠近人类，还有这种人存着啊[囧],,1级评论,6,3,2021-10-26 19:30:49
夏日の柠檬冰茶,保密,这次是猫猫狗狗，下次估计就报复社会了，多么阴暗的人啊。[辣眼睛][辣眼睛][辣眼睛],,1级评论,6,3,2021-10-26 19:20:02
GoldenWitch贝阿朵,男,对于虐待动物嘞我个人是无所谓的因为我不虐待我也不在乎。但是看到这种场景也是挺恶心的。,,1级评论,6,3,2021-10-26 19:13:40
B站遍地键盘侠,保密,"希望下一期是这个人渣的处罚视频
不是就取关",,1级评论,5,3,2021-10-26 19:08:58
B站遍地键盘侠,保密,[微笑],B站遍地键盘侠,2级评论,5,0,2021-10-26 19:09:08
一Kirito一,男,看完我吐了，怎么会有这种家伙？！[辣眼睛][辣眼睛][辣眼睛],,1级评论,6,3,2021-10-26 19:08:47
一Kirito一,男,心理承受能力差的小伙伴千万别看，太窒息、太压抑了[大哭],一Kirito一,2级评论,6,1,2021-10-26 19:09:25
自我尸,保密,那些喂流浪猫的人也是只有一味的善心，却反过来被恶人所利用，我喂这些猫都会让它们吃到差不多就吓赶它们走，让它们对人类有一定的警惕性，免的被他们对人类的依赖性和信任被恶人所利用🤨,,1级评论,6,3,2021-10-26 19:00:21
卿之才,保密,等着吧，猫有九条命，以后天天晚上去你梦里[微笑],,1级评论,6,3,2021-10-26 18:57:32
摸鱼de斯卡蒂,男,简直是人类之耻,,1级评论,6,3,2021-10-26 18:52:55
樱嘤樱y,保密,果然，高尚的永远只有个人，从来都不会是某个职业[无语],,1级评论,5,3,2021-10-26 18:49:10
星辰岁月-来日方长,女,我更害怕的是开除了，他是不是会更心理变态。。。。这次是猫，那下次呢？[捂脸],,1级评论,6,3,2021-10-26 18:40:51
未解烟雨楼,保密,如果不开除的话，你会允许一个这种人或者是这样的人，当你的同事？朋友？   开除了会让大众对他有警惕性  这也是他自找的,星辰岁月-来日方长,2级评论,5,0,2021-10-30 12:45:11
泠月无言,保密,希望加到刑法里面，这种人应该关进牢里，这种属于预备犯,,1级评论,6,3,2021-10-26 18:35:36
中二之鸦,男,流浪猫无所谓，但是如果有主的猫这么弄的话是真的恶心,,1级评论,6,3,2021-10-26 18:33:37
林禾Lite,男,尊重生命是一说，处罚人的原因应当是另外一说。我很爱猫，这种做法值得唾弃。但需要注意的是，处罚他是因为他让别人的财产（猫），导致猫主人受到了损失，而非他“不尊重生命”。蜗牛和猫不能仅仅因为猫可爱而倾向更多的道德感。,,1级评论,6,402,2021-10-26 18:29:23
2020159951,女,毕竟我国没有道德法，所以只能在财产损失方面想办法给予处罚了....虐待这一行为在我看来是很有必要罚的,林禾Lite,2级评论,5,27,2021-10-26 18:55:35
定丨,男,法律是最底线的道德，不是所有的道德都是有法律约束的，如果每件事都需要法律来约束，那么法律的约束效果会大打折扣，社会舆论，社会道德也是可以约束人行为的一种手段的,林禾Lite,2级评论,6,54,2021-10-26 19:01:55
账号已注销,保密,哎为什么这小猫这么天真，我遇到的猫都不敢靠近我一米内,,1级评论,0,3,2021-10-26 18:26:10
济州协领沈眉庄,女,肯定是周围的人喂出来的，已经对人很信任了,账号已注销,2级评论,6,1,2021-10-26 18:42:48
雪似绕盏吟,保密,点外卖的喂养了 半流浪,账号已注销,2级评论,6,0,2021-10-26 18:37:50
结城说的道理,保密,谢谢，治疗了我的低血压,,1级评论,5,3,2021-10-26 18:19:40
爱与逻辑组成的一团,保密,厚葬友军,结城说的道理,2级评论,5,0,2021-10-28 18:26:59
晟晾晃胳,男,心理变态了已经是[捂脸],,1级评论,6,3,2021-10-26 18:09:17
留一份孤独,男,把这个人实名吧,,1级评论,6,3,2021-10-26 18:06:50
安得广厦上亿间,保密,这种人应该判刑！难保不会对幼儿如此！,,1级评论,5,3,2021-10-26 18:06:00
你看到的昵称是乱码,男,除非是家猫而且价格贵，不然没有对他处罚的法律依据,安得广厦上亿间,2级评论,6,3,2021-10-26 18:24:51
星如琉璃月如钩,男,挺反人类的，,,1级评论,6,3,2021-10-26 18:05:31
桃先森,男,但凡有一位在世的亲人他也不至于这么干,,1级评论,6,3,2021-11-14 20:01:17
伺服器器,保密,现在就对动物这样，以后怎样，我想都不想想[疼],,1级评论,5,3,2021-11-06 15:55:32
莫灵c,保密,所以看到流浪猫亲近人反手给它一巴掌,,1级评论,6,3,2021-10-29 19:00:45
截西KING,男,建议喂狮子 活投,,1级评论,6,3,2021-10-29 17:33:48
Eorzea,女,弹幕刷“好”的怎么能看到id？,,1级评论,6,3,2021-10-29 15:46:35
Eorzea,女,回复 @虐琴狂魔李斯特 :心理变态是这样的,Eorzea,2级评论,6,1,2021-10-29 16:51:13
虐琴狂魔李斯特,男,还tm有发爽的,Eorzea,2级评论,6,1,2021-10-29 16:27:17
左转掉坑,保密,这，属于心理变态了，猫不是狗，不具备主动攻击人的可能性，你说你恨狗我理解，但是你特么恨一个不会伤害人类的动物，这就真属于心理变态了！,,1级评论,5,3,2021-10-28 22:41:17
-我很忙_,保密,不知道是现实生活卑微到何极的人才会去杀害无辜的小猫😄💧,,1级评论,6,3,2021-10-28 20:33:52
古希腊掌管睡觉滴神,保密,建议换一个举重冠军过来，给它也这么摔,,1级评论,5,3,2021-10-28 11:48:21
雷霆嘎巴端,女,wc，这人在干嘛？有冰？,,1级评论,5,3,2021-10-26 21:46:37
白玉仙人抚我顶,男,杀猫不犯法，散布杀猫视频犯法。那么问题来了，发布视频的人被没被抓？,,1级评论,6,3,2021-10-26 19:58:22
岩贼,男,小区里的小野猫大多数都有人喂，也很信任人类，反倒给了这鬼东西机会,,1级评论,6,3,2021-10-26 19:00:35
soles_古德曼,男,卑鄙的方式，日常生活估计是笑里藏刀的人,,1级评论,6,3,2021-10-26 18:11:02
不很二,保密,有这种行为的人是不是很危险？,,1级评论,6,3,2021-10-26 18:08:31
-可燃烏龍茶-,保密,不敢打开看。。。,,1级评论,6,3,2021-10-26 18:07:12
阪本さんだ,男,就这？就只是丢掉工作？这代价未免太低了点吧，难怪这样的人大把[呲牙],,1级评论,6,3,2021-11-18 23:50:08
尺A尺,保密,不止他首先已经丢掉工作了，那么他的身份几乎在业界里面已经散开了，没人再敢雇佣他了就怕这种人会跑去报复社会所以他果然还是要进去，多吃点几天牢饭,阪本さんだ,2级评论,5,0,2021-11-21 16:17:14
欧的亚楠梦飞,男,多数对幼小动物没有同情心，加之以辱骂欺凌的男性都有些家暴倾向，请女性远离。[囧],,1级评论,6,3,2021-10-29 22:37:29
欧的亚楠梦飞,男,这是个流浪猫，他拿来撒气，被拍下了，得到了些惩戒。如果和家暴男结婚的话，被拿来撒气，报警了，大部分也是“家庭内的纠纷”。,欧的亚楠梦飞,2级评论,6,1,2021-10-29 22:39:00
欧的亚楠梦飞,男,建议大家远离这种狗东西，越远越好,欧的亚楠梦飞,2级评论,6,0,2021-10-29 22:39:15
前美国,男,从小虐待动物的不见得长大就会是杀人狂，因为随着自控力、环境、人为干扰而改变；但是变态杀人狂从小必然会虐待动物，因为不满足快感，会一步一步虐杀更大的动物（包括人）。,,1级评论,6,3,2021-10-27 14:45:34
卜吉不二,男,我现在想想就后怕，之前把我钥匙搞丢跑路的骑手，我平台举报了，他知道我家地址，会不会心生怨恨[囧],,1级评论,6,3,2021-10-26 19:27:30
晚风寄于明月,保密,会,卜吉不二,2级评论,6,1,2021-10-26 19:28:08
Updatedynamic,保密,小心点吧,卜吉不二,2级评论,5,0,2021-10-26 22:39:36
美离间祸众国,保密,小猫好可怜，它是那么的信任，还翘着尾巴过去的，养猫人看见眼泪瞬间出来了，为什么会有这么变态的“人”，这种人渣败类就是潜在暴力犯，今天杀信任它的小猫，以后未必不会对比他弱小的人出手！,,1级评论,6,3,2021-10-26 18:38:01
柯基CDB,男,干出这种事的确有心理问题，但是心理问题很少是天生所以我们甚至应该庆幸他的发泄对象是一只猫而不是给他施加心理压力的人和社会，而社会也不应是一昧的批判，因为一个心理有问题的人很容易偏激的认为其他人认为他的价值甚至不如一只猫，从而激发他的反社会情绪，到时候死的可能就不只是一只猫了,,1级评论,6,3,2021-11-18 00:02:26
长夜枪火,保密,我刚刚看到说要找到他父母和朋友联系方式的，方便网暴他，我是真的怕了。说真的，他已经受到很严酷的惩罚了，为什么网友都要那么极端地扬言把一个犯错的人周围的人扒出来以显示自己的愤怒呢？这是不是也是过度宣泄暴力的提现？,柯基CDB,2级评论,6,5,2021-11-19 20:38:41
柯基CDB,男,回复 @犯下了暴怒之罪的小鸟 :网暴的人只是宣泄自己的负面推向深渊情绪同时获得道德上的满足感和优越感，但这并不是解决此类问题的根本方法，甚至有可能成为那最后一根稻草，把他推向深渊,柯基CDB,2级评论,6,0,2021-11-19 21:03:21
哈呼呐玛塔塔,保密,"首先，心疼猫咪
其次，建议严查央视新闻相关工作人员，前有正确的做法，后有动保[喜极而泣]",,1级评论,6,3,2021-11-21 10:06:28
哈呼呐玛塔塔,保密,夹带私货太严重,哈呼呐玛塔塔,2级评论,6,0,2021-11-21 10:07:22
青豆砸,保密,这个人够狠的。可能因为种种原因不喜欢猫吧，但如果他要是极度反感某个人呢，能力足够的话也能下手这么狠么？,,1级评论,5,364,2024-01-04 18:47:49
奖励自己114514天,男,情绪递进，他被别人欺负就会找出气口,青豆砸,2级评论,5,61,2024-03-16 17:44:08
罗马-罗穆路斯,保密,我还见过有人拿枪把别的人杀了，太可怕了，这还是人吗！,,1级评论,6,3,2022-05-25 23:00:00
毒腺少女,女,罗马扣十分,罗马-罗穆路斯,2级评论,6,2,2022-12-10 16:51:03
渤海国美食家,男,弹幕里为啥永远是两个极端啊，有极端爱猫的，有看到别人家养猫就要去把猫偷出来虐杀的，就没有一个是站在两个极端中间的……只能说人类是个神奇的物种,,1级评论,4,202,2023-12-24 18:06:11
马歇尔1943,保密,网络二极管,渤海国美食家,2级评论,5,43,2024-01-26 16:43:43
亨利-A-心机格,男,本质上都是同一种人，只不过一个极端爱猫，一个极端恨猫，看似在争辩猫，其实说不定哪天两者都能伤害人类，这两种人比流浪猫对人类的潜在伤害大多了,渤海国美食家,2级评论,6,68,2024-02-10 03:01:44
仲夏夜L-z,女,救命咋这么恐怖😱猫猫[大哭],,1级评论,5,9,2021-12-18 22:30:25
SOS205,保密,最善良的一集,,1级评论,6,14,2023-10-22 14:47:45
雷姆wasl,保密,我个人不支持虐待，但是支持官方组织大范围捕捉，然后规定一定的领养期限，如果过了期限没人领养就直接安乐死。（即使我这么委婉也会有很多人来喷我吧）（虽然过了这么久才看到这个视频）,,1级评论,6,16,2022-10-05 03:10:17
雷姆wasl,保密,这种事情也是关乎人类（或者说中国）的利益的，是必然要处理的,雷姆wasl,2级评论,6,1,2023-03-13 21:55:18
梦游小新,男,回复 @雷姆wasl :人都处理不好，那有精力和钱处理流浪猫,雷姆wasl,2级评论,6,1,2023-03-13 17:32:41
默雨,保密,央妈告诉我们一定要注意安全，真的什么人都有,,1级评论,6,28,2021-10-26 18:06:50
APH_MJJ,男,他只是想把对人做的事施行在了猫身上,,1级评论,5,54,2023-12-26 18:42:31
七剑下天山Simba,男,你想对人下手？不然你咋知道他想法的？,APH_MJJ,2级评论,5,23,2024-03-28 12:29:06
APH_MJJ,男,回复 @七剑下天山Simba :一看就是刚收到一个差评,APH_MJJ,2级评论,5,16,2024-05-01 18:34:50
蓬乱毛毛浣熊,保密,有过这种冲动，所以从来不撸猫,,1级评论,6,4,2021-10-26 20:13:33
香甜芋泥啵啵啵啵啵,保密,人起码得有怜悯之心吧？不管是什么样的生命都不该被虐杀。,,1级评论,6,41,2023-12-26 22:21:26
Purple-Grabpack,保密,还有蚊子😂,香甜芋泥啵啵啵啵啵,2级评论,5,24,2024-02-19 23:46:03
原谅色的思念,男,这种人太多了，这个只是被监控拍到了，有些人真的是隐藏得太深了，希望大家都能仔细判断后再决定要不要与一个人交往过深，与这种人关系过近只能是一辈子的伤,,1级评论,6,44,2021-11-21 23:08:18
最后一只咩咩い,男,如果是宠物猫的话，他这个行为确实不好，但如果说是流浪猫的话，因为法律规定，除宠物猫上铭牌的那种，民间组织，个人是有权进行捕杀的。（不能虐杀，道德上过不去）,,1级评论,6,36,2023-08-03 12:05:43
明州书生,男,澳大利亚、新西兰允许民间猎杀流浪猫，猎杀不是虐杀，一抢打死是猎杀，拳打脚踢是虐杀，虐杀是犯罪的。,最后一只咩咩い,2级评论,6,12,2023-12-25 13:56:53
账号已注销,保密,回复 @明州书生 :你是澳大利亚的？,最后一只咩咩い,2级评论,0,7,2023-12-27 20:13:58
账号已注销,保密,国外的动保在清杀流浪猫保护生态环境，国内动保还在保护入侵物种，这和当年放生巴西龟的人有什么区别,,1级评论,0,9,2023-11-04 16:56:32
蚂蚁地狱,保密,怀疑这个视频被限流了。。。什么时候才能立法整治下这些虐猫的变态！！,,1级评论,6,3,2021-11-04 12:45:14
伦太郎和助手请99,保密,看到评论区，真实的发现人和人是不一样的，如果在这种视频下🎣多少有些没人性了,,1级评论,6,3,2021-10-28 18:19:04
摇摆的素罗,保密,评论区各位太会脑补了，心理问题却搞得五花八门，各有说法[辣眼睛],,1级评论,6,3,2021-10-28 08:30:02
黑暗梅菲斯特I,保密,B站是这样的,摇摆的素罗,2级评论,5,0,2021-10-28 09:19:03
宇宙猫猫教左护法,保密,屠宰不等于虐待，更不等于滥杀。,,1级评论,6,2,2021-11-22 23:16:55
孜然天然,保密,流浪猫确实被列为入侵物种，并且国际自然保护联盟（IUCN）已经将它们列为红色目录中的物种，意味着它们是最危险的入侵物种之一。流浪猫对生态平衡和物种多样性产生了负面影响，它们的存在导致了小型动物的大量死亡，甚至造成了某些鸟类的灭绝，这些动物对于维护生态稳定是不可或缺的。因此，流浪猫的存在严重危害了城市的生态环境。,,1级评论,6,15,2024-03-30 12:56:06
林格希尔,保密,回复 @难逃月色Autism :🤔社区街道捕杀流浪猫不是很常见吗,孜然天然,2级评论,5,4,2024-06-17 10:21:38
孜然天然,保密,回复 @难逃月色Autism :你看我动手打猫了吗，犯法国家会自己动手，轮不到你来,孜然天然,2级评论,6,4,2024-06-14 23:42:21
谁叫白玉狸,保密,关爱健康的人吧…心理阴暗的本来就不该用这种方式发泄情绪，无论对象是动物还是人,,1级评论,5,2,2023-03-10 23:29:26
人在东方行,保密,我家里的猫被别的猫咬死了，家里还有小猫，平时大猫和小猫玩的可开心了，看着也很开心，现在每天晚上小猫都会在门口等着大猫回去。。。,,1级评论,6,72,2022-06-27 22:14:36
风一样の二狗子,男,所以很好奇那些猫小子真的养过猫狗之类的宠物嘛,人在东方行,2级评论,6,5,2024-03-14 03:45:16
让我的名字如同鲜花,保密,好可爱的哈基米,,1级评论,5,8,2023-12-17 23:21:11
